생활/공업 구분,발생일시,시설명,시설관리번호,시설주소,pH(-),탁도(NTU),잔류염소(mg/L),시흥(정) 공업정수지 수위,시흥(정) 신설정수지 3지 수위순시,시흥(정) 원수 유입압력,과천 시흥(정) 4단계 공업유출 유량 적산차,과천 시흥(정) 4단계 생활유출 유량 적산차,시흥(정) 공업송출유량,시흥(정) 생활유출유량순시
생활정수,2016010101,시흥정수장,4127312314,경기도 안산시 선부2동,7.7933,0.0344,0.719,5.2993,2.5962,1.8498,1498,1400,1422.7667,1395.1167
생활정수,2016010102,시흥정수장,4127312314,경기도 안산시 선부2동,7.7939,0.0344,0.7175,5.2683,2.6774,1.9607,1402,1300,1360.7833,1282.3167
생활정수,2016010103,시흥정수장,4127312314,경기도 안산시 선부2동,7.7943,0.0344,0.7181,5.4313,2.7625,1.9999,1300,1400,1343.05,1394.65
생활정수,2016010104,시흥정수장,4127312314,경기도 안산시 선부2동,7.7939,0.0344,0.7158,5.7272,2.8993,1.8987,1400,1200,1356.1833,1123.65
생활정수,2016010105,시흥정수장,4127312314,경기도 안산시 선부2동,7.7936,0.0345,0.7127,5.8903,3.0583,1.949,1400,1098,1328.2,1048.4
생활정수,2016010106,시흥정수장,4127312314,경기도 안산시 선부2동,7.7946,0.0344,0.7118,5.9632,3.2099,1.8501,1402,1102,1393.0167,1128.25
생활정수,2016010107,시흥정수장,4127312314,경기도 안산시 선부2동,7.7963,0.0344,0.7095,6.0472,3.3319,1.8987,1498,1400,1492.4333,1314.6
생활정수,2016010108,시흥정수장,4127312314,경기도 안산시 선부2동,7.7968,0.0346,0.7071,6.1077,3.4355,1.8984,1600,1500,1572.3667,1510.85
생활정수,2016010109,시흥정수장,4127312314,경기도 안산시 선부2동,7.7979,0.035,0.7066,6.1938,3.4986,2.0997,1500,1900,1509.5167,1834.3333
생활정수,2016010110,시흥정수장,4127312314,경기도 안산시 선부2동,7.7979,0.035,0.7058,6.2722,3.5024,1.7,1500,1998,1456.4167,1964.8167
생활정수,2016010111,시흥정수장,4127312314,경기도 안산시 선부2동,7.8001,0.0351,0.703,6.2742,3.41,1.7483,1300,2502,1289.55,2504.6
생활정수,2016010112,시흥정수장,4127312314,경기도 안산시 선부2동,7.7999,0.0356,0.7034,6.3053,3.3212,1.7639,1302,2300,1235.4333,2303.0833
생활정수,2016010113,시흥정수장,4127312314,경기도 안산시 선부2동,7.7996,0.0357,0.7021,6.2757,3.2217,1.7989,1098,2600,1075.4333,2531.1167
생활정수,2016010114,시흥정수장,4127312314,경기도 안산시 선부2동,7.8032,0.0353,0.7025,6.1477,3.1034,1.7987,1200,2600,1184.05,2545.4167
생활정수,2016010115,시흥정수장,4127312314,경기도 안산시 선부2동,7.8068,0.0351,0.7033,5.9425,2.9896,1.749,1298,2200,1329.7333,2148.1833
생활정수,2016010116,시흥정수장,4127312314,경기도 안산시 선부2동,7.8092,0.0351,0.704,5.7638,2.9629,1.8985,1302,2100,1282.7667,2061.5833
생활정수,2016010117,시흥정수장,4127312314,경기도 안산시 선부2동,7.8103,0.0349,0.705,5.6282,2.9702,1.8989,1300,1900,1213.3333,1889.5167
생활정수,2016010118,시흥정수장,4127312314,경기도 안산시 선부2동,7.8106,0.0349,0.7039,5.5203,2.9701,2,1100,2000,1161.7833,1977.0333
생활정수,2016010119,시흥정수장,4127312314,경기도 안산시 선부2동,7.8125,0.0349,0.7041,5.4532,2.9773,1.4003,1200,1998,1103.2833,1927.0833
생활정수,2016010120,시흥정수장,4127312314,경기도 안산시 선부2동,7.8122,0.0349,0.7029,5.3545,2.996,2.1503,1100,1800,1161.1167,1806.25
생활정수,2016010121,시흥정수장,4127312314,경기도 안산시 선부2동,7.8119,0.0348,0.7012,5.239,2.9883,2.0994,1300,2402,1215.45,2333.7833
생활정수,2016010122,시흥정수장,4127312314,경기도 안산시 선부2동,7.8121,0.0349,0.7018,5.142,2.9737,2,1200,2000,1236.8833,2025.4
생활정수,2016010123,시흥정수장,4127312314,경기도 안산시 선부2동,7.8134,0.0349,0.7018,5.3582,3.018,2.049,1200,1600,1133.3333,1575.0667
생활정수,2016010124,시흥정수장,4127312314,경기도 안산시 선부2동,7.8113,0.0349,0.7015,5.5516,3.0218,1.8984,1100,1802,1141.3833,1711.0667
생활정수,2016010201,시흥정수장,4127312314,경기도 안산시 선부2동,7.8136,0.0348,0.701,5.4856,3.0107,2.1505,1200,1698,1189.2167,1736.4167
생활정수,2016010202,시흥정수장,4127312314,경기도 안산시 선부2동,7.8132,0.0348,0.7017,5.4295,2.9331,2.0994,1200,1600,1123.3167,1551.4
생활정수,2016010203,시흥정수장,4127312314,경기도 안산시 선부2동,7.813,0.0348,0.7013,5.2939,2.9699,1.749,1200,1200,1201.5167,1130.5333
생활정수,2016010204,시흥정수장,4127312314,경기도 안산시 선부2동,7.8138,0.0348,0.6999,5.4933,3.0438,1.949,1200,1000,1217.4,956.45
생활정수,2016010205,시흥정수장,4127312314,경기도 안산시 선부2동,7.8139,0.0348,0.6986,5.5775,3.1067,1.9487,1100,1100,1090.2,1102.4
생활정수,2016010206,시흥정수장,4127312314,경기도 안산시 선부2동,7.8137,0.0348,0.6983,5.5331,3.1512,2.0999,1200,1200,1200.35,1208.4167
생활정수,2016010207,시흥정수장,4127312314,경기도 안산시 선부2동,7.8147,0.0349,0.6977,5.5459,3.188,2.0486,1302,1300,1214.8833,1288.3
생활정수,2016010208,시흥정수장,4127312314,경기도 안산시 선부2동,7.8161,0.0349,0.6966,5.5938,3.2264,2.0999,1198,1300,1246.1833,1305.7667
생활정수,2016010209,시흥정수장,4127312314,경기도 안산시 선부2동,7.816,0.0351,0.6954,5.6395,3.2353,1.949,1500,1800,1405.5167,1699.9
생활정수,2016010210,시흥정수장,4127312314,경기도 안산시 선부2동,7.8154,0.0357,0.6973,5.5969,3.1663,1.8984,1400,2200,1369.15,2172.1333
생활정수,2016010211,시흥정수장,4127312314,경기도 안산시 선부2동,7.8146,0.0364,0.6966,5.5553,3.044,1.7991,1298,2600,1360.0667,2548.9167
생활정수,2016010212,시흥정수장,4127312314,경기도 안산시 선부2동,7.8153,0.0359,0.6986,5.5902,2.9182,1.9999,1202,2398,1191.7,2349.2333
생활정수,2016010213,시흥정수장,4127312314,경기도 안산시 선부2동,7.8158,0.0357,0.6997,5.6521,2.8223,2.049,1300,2302,1209.8833,2307.65
생활정수,2016010214,시흥정수장,4127312314,경기도 안산시 선부2동,7.816,0.0356,0.7023,5.7176,2.7668,2.1502,1200,2200,1218.7833,2190.55
생활정수,2016010215,시흥정수장,4127312314,경기도 안산시 선부2동,7.819,0.0357,0.704,5.8496,2.6854,1.7996,1100,2200,1096.9,2119.1667
생활정수,2016010216,시흥정수장,4127312314,경기도 안산시 선부2동,7.8174,0.0359,0.7072,5.7983,2.6521,1.8992,1200,2100,1192.6333,2109.6
생활정수,2016010217,시흥정수장,4127312314,경기도 안산시 선부2동,7.8199,0.0362,0.7082,5.7547,2.5856,1.8995,1200,2502,1195.0667,2423.4833
생활정수,2016010218,시흥정수장,4127312314,경기도 안산시 선부2동,7.8203,0.0363,0.7084,5.6961,2.556,1.8501,1200,2198,1218.3167,2194.2
생활정수,2016010219,시흥정수장,4127312314,경기도 안산시 선부2동,7.8218,0.0364,0.7077,5.7145,2.5079,1.9496,1100,2400,1090.2,2361.1667
생활정수,2016010220,시흥정수장,4127312314,경기도 안산시 선부2동,7.8208,0.0365,0.7078,5.6723,2.4931,2.1507,1300,2100,1214.5667,2076.6833
생활정수,2016010221,시흥정수장,4127312314,경기도 안산시 선부2동,7.8193,0.0364,0.7076,5.6287,2.5005,2.1003,1200,2198,1192.9833,2168.7167
생활정수,2016010222,시흥정수장,4127312314,경기도 안산시 선부2동,7.8184,0.0363,0.7089,5.6411,2.5115,2.0489,1000,1902,1058.7833,1867.45
생활정수,2016010223,시흥정수장,4127312314,경기도 안산시 선부2동,7.8188,0.036,0.7088,5.6028,2.567,1.9491,1200,1700,1140.1833,1715.4167
생활정수,2016010224,시흥정수장,4127312314,경기도 안산시 선부2동,7.8177,0.0358,0.7104,5.4511,2.5987,2.0006,1200,1500,1151.1833,1490.75
생활정수,2016010301,시흥정수장,4127312314,경기도 안산시 선부2동,7.817,0.0355,0.7114,5.4561,2.6521,1.7989,1100,1500,1181.4,1456.6333
생활정수,2016010302,시흥정수장,4127312314,경기도 안산시 선부2동,7.8183,0.0354,0.7125,5.5787,2.7332,1.7993,1098,1202,1087.1333,1245.3667
생활정수,2016010303,시흥정수장,4127312314,경기도 안산시 선부2동,7.8181,0.0353,0.7116,5.7108,2.8369,1.7995,1102,1198,1093.65,1148.95
생활정수,2016010304,시흥정수장,4127312314,경기도 안산시 선부2동,7.8182,0.0352,0.7107,5.6924,2.9735,1.8498,1000,1000,954,966.25
생활정수,2016010305,시흥정수장,4127312314,경기도 안산시 선부2동,7.8177,0.0352,0.708,5.6722,3.0734,1.7997,1200,1302,1237.7,1315.1833
생활정수,2016010306,시흥정수장,4127312314,경기도 안산시 선부2동,7.8184,0.0352,0.7072,5.8242,3.1622,1.8494,1200,1298,1114.65,1252.7167
생활정수,2016010307,시흥정수장,4127312314,경기도 안산시 선부2동,7.8188,0.0353,0.7076,5.95,3.2732,1.8496,1200,1100,1190.3667,1108.7
생활정수,2016010308,시흥정수장,4127312314,경기도 안산시 선부2동,7.8192,0.0353,0.7055,6.0306,3.4063,1.7988,1100,1102,1157.55,1095.6333
생활정수,2016010309,시흥정수장,4127312314,경기도 안산시 선부2동,7.8211,0.0353,0.7038,5.9104,3.447,1.899,1300,1898,1220.2,1911.5833
생활정수,2016010310,시흥정수장,4127312314,경기도 안산시 선부2동,7.822,0.0353,0.7016,5.7768,3.4434,1.899,1200,2100,1236.4,2069.4
생활정수,2016010311,시흥정수장,4127312314,경기도 안산시 선부2동,7.8218,0.0355,0.7022,5.6393,3.4137,1.8989,1298,2500,1243.75,2469.3667
생활정수,2016010312,시흥정수장,4127312314,경기도 안산시 선부2동,7.8213,0.0355,0.7033,5.5661,3.351,1.7487,1402,2500,1379.6167,2466.45
생활정수,2016010313,시흥정수장,4127312314,경기도 안산시 선부2동,7.8213,0.0354,0.704,5.5002,3.3139,1.8497,1100,2498,1159.7667,2426.0333
생활정수,2016010314,시흥정수장,4127312314,경기도 안산시 선부2동,7.821,0.0354,0.706,5.3765,3.214,1.7492,1300,2202,1287.5167,2191.35
생활정수,2016010315,시흥정수장,4127312314,경기도 안산시 선부2동,7.8212,0.0353,0.7069,5.4548,3.155,1.4498,1398,2198,1313.9,2214.2
생활정수,2016010316,시흥정수장,4127312314,경기도 안산시 선부2동,7.8208,0.0353,0.7069,5.2992,3.1179,1.7001,1402,2202,1398.2667,2138.9667
생활정수,2016010317,시흥정수장,4127312314,경기도 안산시 선부2동,7.8211,0.0351,0.708,5.3689,3.0734,2.0496,1200,2500,1264.1833,2486.6167
생활정수,2016010318,시흥정수장,4127312314,경기도 안산시 선부2동,7.822,0.0351,0.7097,5.4635,3.0403,1.9496,1300,2500,1228.4667,2415.0167
생활정수,2016010319,시흥정수장,4127312314,경기도 안산시 선부2동,7.8234,0.0351,0.7097,5.61,2.9774,2.1002,1202,2600,1164.9833,2546.05
생활정수,2016010320,시흥정수장,4127312314,경기도 안산시 선부2동,7.8229,0.0351,0.71,5.7052,2.9699,2.1002,1198,2100,1224.4333,2141.4667
생활정수,2016010321,시흥정수장,4127312314,경기도 안산시 선부2동,7.8236,0.0352,0.7099,5.764,2.9441,2.0976,1200,2400,1217.9667,2316.9333
생활정수,2016010322,시흥정수장,4127312314,경기도 안산시 선부2동,7.8226,0.0351,0.7104,5.7786,2.885,2.0494,1298,2302,1289.9333,2335.2333
생활정수,2016010323,시흥정수장,4127312314,경기도 안산시 선부2동,7.8218,0.0351,0.7108,5.8096,2.8295,2.1498,1302,2198,1279.0333,2153.55
생활정수,2016010324,시흥정수장,4127312314,경기도 안산시 선부2동,7.8213,0.035,0.7125,5.8169,2.8221,1.9495,1300,1900,1294.5833,1857.6833
생활정수,2016010401,시흥정수장,4127312314,경기도 안산시 선부2동,7.8214,0.035,0.713,5.848,2.8589,2.049,1300,1500,1232.6667,1515.4833
생활정수,2016010402,시흥정수장,4127312314,경기도 안산시 선부2동,7.8224,0.035,0.7111,5.9553,2.8998,2.1507,1100,1402,1096.9833,1359.05
생활정수,2016010403,시흥정수장,4127312314,경기도 안산시 선부2동,7.8222,0.0349,0.7109,6.1548,2.9476,2.0496,1200,1198,1156.15,1195.05
생활정수,2016010404,시흥정수장,4127312314,경기도 안산시 선부2동,7.8231,0.0349,0.7092,6.3179,3.0586,2.0005,1300,1100,1342.1833,1081.5333
생활정수,2016010405,시흥정수장,4127312314,경기도 안산시 선부2동,7.8223,0.035,0.7079,6.431,3.1991,1.8483,1198,1000,1184.8333,957.8667
생활정수,2016010406,시흥정수장,4127312314,경기도 안산시 선부2동,7.8221,0.035,0.7058,6.5919,3.3137,1.7992,1302,1300,1297.7167,1265.15
생활정수,2016010407,시흥정수장,4127312314,경기도 안산시 선부2동,7.8232,0.0349,0.7049,6.5114,3.3692,1.749,1400,1800,1400.3333,1792.7833
생활정수,2016010408,시흥정수장,4127312314,경기도 안산시 선부2동,7.8239,0.035,0.7057,6.3509,3.3615,1.9494,1800,2200,1747.45,2211.5167
생활정수,2016010409,시흥정수장,4127312314,경기도 안산시 선부2동,7.825,0.0353,0.7085,6.305,3.3138,1.7492,2100,2800,2068.3833,2759.5833
생활정수,2016010410,시흥정수장,4127312314,경기도 안산시 선부2동,7.8244,0.0361,0.7105,6.1955,3.2212,1.6564,2298,2900,2352.2833,2849.8
생활정수,2016010411,시흥정수장,4127312314,경기도 안산시 선부2동,7.8228,0.0365,0.7128,6.2009,3.1583,1.5061,2402,2600,2349.0833,2512.3833
생활정수,2016010412,시흥정수장,4127312314,경기도 안산시 선부2동,7.8231,0.0367,0.7134,6.0253,3.0992,1.5007,2702,2600,2618.2167,2608.25
생활정수,2016010413,시흥정수장,4127312314,경기도 안산시 선부2동,7.8228,0.0373,0.7146,5.9829,3.0143,1.5507,2398,2900,2478.1167,2875.2167
생활정수,2016010414,시흥정수장,4127312314,경기도 안산시 선부2동,7.8258,0.0356,0.7167,5.9278,2.9625,1.5505,2700,2500,2596,2496.4667
생활정수,2016010415,시흥정수장,4127312314,경기도 안산시 선부2동,7.8273,0.0352,0.7177,5.8368,2.9515,1.6006,2600,2300,2661.8667,2300.5167
생활정수,2016010416,시흥정수장,4127312314,경기도 안산시 선부2동,7.828,0.035,0.7179,5.8189,2.8702,1.5512,2600,2702,2495.45,2653.4167
생활정수,2016010417,시흥정수장,4127312314,경기도 안산시 선부2동,7.8285,0.035,0.7203,5.8993,2.7776,1.7009,2300,2898,2322.75,2896.15
생활정수,2016010418,시흥정수장,4127312314,경기도 안산시 선부2동,7.8289,0.0348,0.7214,6.0719,2.7444,1.8995,2400,2600,2316.55,2479.0833
생활정수,2016010419,시흥정수장,4127312314,경기도 안산시 선부2동,7.8293,0.0347,0.7219,6.1863,2.7625,2.0497,2100,2300,2084.0667,2288.7667
생활정수,2016010420,시흥정수장,4127312314,경기도 안산시 선부2동,7.8309,0.0347,0.7211,5.89,2.7995,2.0008,2100,2100,2132.9833,2103.2667
생활정수,2016010421,시흥정수장,4127312314,경기도 안산시 선부2동,7.8317,0.0347,0.7202,5.5262,2.7773,1.7993,2200,2900,2198.3167,2906.2333
생활정수,2016010422,시흥정수장,4127312314,경기도 안산시 선부2동,7.8309,0.0347,0.7216,5.3743,2.6812,1.5003,2100,3002,2049.0167,2869.2
생활정수,2016010423,시흥정수장,4127312314,경기도 안산시 선부2동,7.8294,0.0346,0.7228,5.3304,2.6406,1.8493,2100,2098,2077.05,2147.9
생활정수,2016010424,시흥정수장,4127312314,경기도 안산시 선부2동,7.828,0.0345,0.7235,5.5514,2.6627,1.6495,2100,2000,2024.8167,1917.1167
생활정수,2016010501,시흥정수장,4127312314,경기도 안산시 선부2동,7.8239,0.0344,0.7212,5.8094,2.707,1.8504,1800,1800,1808.0333,1763.5167
생활정수,2016010502,시흥정수장,4127312314,경기도 안산시 선부2동,7.817,0.0344,0.7193,6.0543,2.7367,2.0002,1600,1300,1581.65,1327
생활정수,2016010503,시흥정수장,4127312314,경기도 안산시 선부2동,7.8072,0.0342,0.7197,6.3655,2.8696,1.9495,1700,1200,1723.3667,1206.6833
생활정수,2016010504,시흥정수장,4127312314,경기도 안산시 선부2동,7.7964,0.0341,0.7176,6.5539,3.0359,2.0005,1800,1100,1691.2333,1063.8
생활정수,2016010505,시흥정수장,4127312314,경기도 안산시 선부2동,7.7867,0.0341,0.718,6.6362,3.1986,1.899,1600,1100,1657.1333,1059.7833
생활정수,2016010506,시흥정수장,4127312314,경기도 안산시 선부2동,7.7718,0.0341,0.7169,6.6318,3.3354,1.7491,1700,1300,1666.5667,1298.4833
생활정수,2016010507,시흥정수장,4127312314,경기도 안산시 선부2동,7.7544,0.0341,0.7173,6.6819,3.4093,1.6499,1700,1800,1669.3833,1751.7333
생활정수,2016010508,시흥정수장,4127312314,경기도 안산시 선부2동,7.7316,0.0341,0.7193,6.8083,3.4204,1.7995,1900,2200,1841.0333,2187.9667
생활정수,2016010509,시흥정수장,4127312314,경기도 안산시 선부2동,7.7035,0.0342,0.7198,6.8194,3.3762,1.7488,2000,2800,2041.8667,2783.7667
생활정수,2016010510,시흥정수장,4127312314,경기도 안산시 선부2동,7.6725,0.0343,0.7193,6.6436,3.2546,1.7995,2400,3300,2354.5167,3193.3833
생활정수,2016010511,시흥정수장,4127312314,경기도 안산시 선부2동,7.6344,0.0348,0.722,6.2538,3.1624,1.7988,2900,2900,2865.1833,2866.25
생활정수,2016010512,시흥정수장,4127312314,경기도 안산시 선부2동,7.5974,0.035,0.7223,5.8752,3.0773,1.7989,2800,2700,2784.6333,2718.2333
생활정수,2016010513,시흥정수장,4127312314,경기도 안산시 선부2동,7.5667,0.0346,0.7225,5.5678,3.0397,1.6499,2700,2500,2633.4667,2389.7333
생활정수,2016010514,시흥정수장,4127312314,경기도 안산시 선부2동,7.541,0.0345,0.7225,5.5736,2.9922,1.7993,2500,2500,2439.8333,2479.1
생활정수,2016010515,시흥정수장,4127312314,경기도 안산시 선부2동,7.5157,0.0341,0.723,5.5624,2.9367,1.8991,2600,2300,2579.7833,2275.4667
생활정수,2016010516,시흥정수장,4127312314,경기도 안산시 선부2동,7.4939,0.034,0.7229,5.509,2.9218,1.8501,2700,2100,2669.8833,2132.6333
생활정수,2016010517,시흥정수장,4127312314,경기도 안산시 선부2동,7.4737,0.0339,0.7249,5.4615,2.907,1.9496,2700,2500,2681.7833,2403.8833
생활정수,2016010518,시흥정수장,4127312314,경기도 안산시 선부2동,7.454,0.0337,0.7267,5.3305,2.8735,1.8992,2900,2700,2852.5833,2717.4667
생활정수,2016010519,시흥정수장,4127312314,경기도 안산시 선부2동,7.4331,0.0337,0.7292,5.2542,2.8032,1.6006,2698,2800,2694.2667,2748.6
생활정수,2016010520,시흥정수장,4127312314,경기도 안산시 선부2동,7.4169,0.0337,0.728,5.2759,2.7513,1.5998,2502,2400,2460.1167,2388.2167
생활정수,2016010521,시흥정수장,4127312314,경기도 안산시 선부2동,7.4019,0.0338,0.7259,5.3269,2.7216,1.5506,2400,2500,2384.35,2405.1333
생활정수,2016010522,시흥정수장,4127312314,경기도 안산시 선부2동,7.3859,0.0338,0.7219,5.3947,2.6627,1.5508,2400,2600,2357.3,2590.9
생활정수,2016010523,시흥정수장,4127312314,경기도 안산시 선부2동,7.3717,0.0339,0.7195,5.5151,2.5961,1.5004,2200,2600,2227.7167,2515.0667
생활정수,2016010524,시흥정수장,4127312314,경기도 안산시 선부2동,7.356,0.034,0.7199,6.0854,2.6182,1.7487,1900,1900,1840.85,1884.5
생활정수,2016010601,시흥정수장,4127312314,경기도 안산시 선부2동,7.3433,0.0339,0.7197,6.1037,2.729,1.9493,2000,1900,1922.7667,1874.4167
생활정수,2016010602,시흥정수장,4127312314,경기도 안산시 선부2동,7.3336,0.034,0.7196,5.8773,2.8251,1.8984,2000,1600,2000.8667,1536.9833
생활정수,2016010603,시흥정수장,4127312314,경기도 안산시 선부2동,7.3236,0.0341,0.7197,6.1351,2.9064,1.749,2098,1100,2066,1161.2
생활정수,2016010604,시흥정수장,4127312314,경기도 안산시 선부2동,7.3188,0.034,0.7166,6.3943,3.0499,1.6998,2002,1400,1950.0667,1337.2167
생활정수,2016010605,시흥정수장,4127312314,경기도 안산시 선부2동,7.3175,0.034,0.7158,6.5321,3.1765,1.6496,1900,1200,1893.85,1216.7167
생활정수,2016010606,시흥정수장,4127312314,경기도 안산시 선부2동,7.316,0.0341,0.715,6.7515,3.317,1.7996,1700,1300,1741.7167,1243.3333
생활정수,2016010607,시흥정수장,4127312314,경기도 안산시 선부2동,7.3169,0.0341,0.7132,6.8937,3.4168,1.5991,1900,1700,1853.3833,1691.8
생활정수,2016010608,시흥정수장,4127312314,경기도 안산시 선부2동,7.3175,0.0341,0.7131,6.9885,3.4168,1.55,2000,2500,1934.9667,2496.3
생활정수,2016010609,시흥정수장,4127312314,경기도 안산시 선부2동,7.3188,0.0344,0.713,6.9705,3.347,1.799,2200,2900,2201.2833,2809.7833
생활정수,2016010610,시흥정수장,4127312314,경기도 안산시 선부2동,7.3215,0.035,0.7144,6.7517,3.2622,1.799,2800,2900,2807.2333,2912.3833
생활정수,2016010611,시흥정수장,4127312314,경기도 안산시 선부2동,7.3239,0.0352,0.7156,6.7201,3.2327,1.7488,2902,2400,2800.1667,2277.25
생활정수,2016010612,시흥정수장,4127312314,경기도 안산시 선부2동,7.3277,0.0348,0.7147,6.7569,3.2475,1.5992,2498,2000,2526.3333,2058.3333
생활정수,2016010613,시흥정수장,4127312314,경기도 안산시 선부2동,7.3314,0.0349,0.7124,6.8789,3.2621,1.7001,2400,2400,2325.2167,2293.4667
생활정수,2016010614,시흥정수장,4127312314,경기도 안산시 선부2동,7.3383,0.0349,0.7102,6.8753,3.1882,1.7987,2700,2300,2701.5167,2237.1
생활정수,2016010615,시흥정수장,4127312314,경기도 안산시 선부2동,7.3492,0.035,0.708,6.7863,3.1808,1.7004,2800,2500,2727.0833,2516.7333
생활정수,2016010616,시흥정수장,4127312314,경기도 안산시 선부2동,7.3612,0.0351,0.7051,6.5936,3.1328,1.799,2800,2700,2812.8167,2695.8
생활정수,2016010617,시흥정수장,4127312314,경기도 안산시 선부2동,7.3792,0.035,0.7049,6.3861,3.1067,1.8987,2698,2400,2657.5667,2297.7667
생활정수,2016010618,시흥정수장,4127312314,경기도 안산시 선부2동,7.3963,0.0351,0.7025,6.069,3.0547,1.8989,2702,2676,2569.3833,2628.4
생활정수,2016010619,시흥정수장,4127312314,경기도 안산시 선부2동,7.4138,0.0352,0.7017,5.6758,2.9476,1.8989,2700,3124,2708.4833,3059.7167
생활정수,2016010620,시흥정수장,4127312314,경기도 안산시 선부2동,7.4375,0.0353,0.7023,5.3745,2.833,1.8502,2600,3000,2532.2833,2955.7667
생활정수,2016010621,시흥정수장,4127312314,경기도 안산시 선부2동,7.4595,0.0353,0.7024,5.153,2.7368,1.8984,2402,2600,2363.4333,2626.6667
생활정수,2016010622,시흥정수장,4127312314,경기도 안산시 선부2동,7.4779,0.0353,0.7029,4.8038,2.6702,1.9492,2698,2600,2665.35,2511.7667
생활정수,2016010623,시흥정수장,4127312314,경기도 안산시 선부2동,7.4917,0.0353,0.7013,4.7214,2.6222,1.8998,2100,2300,2095.75,2299.3833
생활정수,2016010624,시흥정수장,4127312314,경기도 안산시 선부2동,7.5086,0.0353,0.7015,4.6315,2.6183,1.6496,2100,2000,2107.3333,1956.2667
생활정수,2016010701,시흥정수장,4127312314,경기도 안산시 선부2동,7.5228,0.0353,0.701,4.5695,2.6922,1.8983,2098,1400,2075.6333,1343.1333
생활정수,2016010702,시흥정수장,4127312314,경기도 안산시 선부2동,7.5346,0.0353,0.7005,4.8624,2.7587,1.8496,2002,1200,1953.9,1208.9167
생활정수,2016010703,시흥정수장,4127312314,경기도 안산시 선부2동,7.5464,0.0352,0.6999,5.2537,2.8658,1.8985,1800,1300,1726,1241.6333
생활정수,2016010704,시흥정수장,4127312314,경기도 안산시 선부2동,7.5551,0.0352,0.6974,5.5574,2.9916,1.7991,1900,1100,1880.4667,1112.8333
생활정수,2016010705,시흥정수장,4127312314,경기도 안산시 선부2동,7.5616,0.0352,0.6969,6.0141,3.1061,1.7488,2000,1400,1999.9333,1304.5667
생활정수,2016010706,시흥정수장,4127312314,경기도 안산시 선부2동,7.5699,0.0352,0.6964,6.5302,3.2206,1.6998,2000,1600,1922.5833,1566.2333
생활정수,2016010707,시흥정수장,4127312314,경기도 안산시 선부2동,7.5798,0.0354,0.6961,6.8701,3.2947,1.599,2000,2100,2077.1,2129.4833
생활정수,2016010708,시흥정수장,4127312314,경기도 안산시 선부2동,7.5897,0.0355,0.6965,7.2234,3.2945,1.5497,2100,2500,2012.1167,2542.4667
생활정수,2016010709,시흥정수장,4127312314,경기도 안산시 선부2동,7.5986,0.0361,0.6976,7.1062,3.2215,1.6491,2700,3000,2695.8667,2914.9333
생활정수,2016010710,시흥정수장,4127312314,경기도 안산시 선부2동,7.6064,0.0371,0.7,6.9615,3.0883,1.7977,2900,3400,2889.4333,3353.4333
생활정수,2016010711,시흥정수장,4127312314,경기도 안산시 선부2동,7.6162,0.0375,0.7019,6.9099,2.9844,1.6994,2600,2700,2613.5,2697.0667
생활정수,2016010712,시흥정수장,4127312314,경기도 안산시 선부2동,7.6267,0.0372,0.704,6.7826,2.9218,1.6497,2800,2500,2759.0333,2523.7833
생활정수,2016010713,시흥정수장,4127312314,경기도 안산시 선부2동,7.6328,0.0367,0.705,6.6377,2.8553,1.7005,2800,2700,2751.55,2680.1167
생활정수,2016010714,시흥정수장,4127312314,경기도 안산시 선부2동,7.6431,0.0362,0.7052,6.4764,2.7705,1.7995,2900,2700,2872.7333,2586.4
생활정수,2016010715,시흥정수장,4127312314,경기도 안산시 선부2동,7.6549,0.0359,0.7058,6.3511,2.6521,1.8499,2798,2200,2841.6167,2221.45
생활정수,2016010716,시흥정수장,4127312314,경기도 안산시 선부2동,7.6639,0.0357,0.7072,6.1386,2.6483,1.5999,3002,2200,2934.9,2151.3667
생활정수,2016010717,시흥정수장,4127312314,경기도 안산시 선부2동,7.6725,0.0356,0.7092,5.9311,2.5962,1.6001,2900,2500,2853.5833,2456.6
생활정수,2016010718,시흥정수장,4127312314,경기도 안산시 선부2동,7.6808,0.0355,0.7084,5.8428,2.5296,1.7992,2702,2600,2732.35,2599.6167
생활정수,2016010719,시흥정수장,4127312314,경기도 안산시 선부2동,7.6864,0.0355,0.7085,5.6634,2.4779,1.7489,2998,2500,2933.1833,2468.0167
생활정수,2016010720,시흥정수장,4127312314,경기도 안산시 선부2동,7.6938,0.0356,0.7094,5.6156,2.4519,1.7992,2700,2500,2644.6833,2482.8667
생활정수,2016010721,시흥정수장,4127312314,경기도 안산시 선부2동,7.6984,0.0356,0.709,5.6484,2.4557,1.8985,2400,2400,2447.55,2416.2667
생활정수,2016010722,시흥정수장,4127312314,경기도 안산시 선부2동,7.7057,0.0357,0.7086,5.3691,2.4334,1.8497,2502,2700,2418.4333,2657.4167
생활정수,2016010723,시흥정수장,4127312314,경기도 안산시 선부2동,7.7122,0.0358,0.7088,5.2225,2.415,1.8983,2098,2500,2122.1167,2473.9667
생활정수,2016010724,시흥정수장,4127312314,경기도 안산시 선부2동,7.7181,0.0359,0.7089,5.3128,2.4519,1.8986,2200,2000,2160.9,1914.5667
생활정수,2016010801,시흥정수장,4127312314,경기도 안산시 선부2동,7.722,0.0358,0.7086,5.4649,2.533,1.7485,2100,1600,2073.25,1644.9
