생활/공업 구분,발생일시,시설명,시설관리번호,시설주소,pH(-),탁도(NTU),잔류염소(mg/L),와부(정) 3단계 원수유입압력 (kg/cm2),와부(정) 4단계 원수유입압력 (kg/cm2),와부(정) #3유출유량 적산차 (m3),와부(정) #3정수지유출유량 순시 (m3/h),와부(정) #4정수지유출유량 순시 (m3/h),와부(정) 3단계 정수지#3-1 (m),와부(정) 3단계 정수지#3-2 (m),와부(정) 4단계 여과지정수지수위A (m),와부(정) 4단계 여과지정수지수위B (m)
생활정수,2016010101,와부정수장,4136012312,경기도 남양주시 와부읍,7.4345,0.0362,0.7659,2.285,0,3100,3107.55,7.395,2.7235,2.8735,0.1365,0.101
생활정수,2016010102,와부정수장,4136012312,경기도 남양주시 와부읍,7.4384,0.0361,0.756,2.278,0,3230,3234.75,8.4583,2.6745,2.861,0.1365,0.1015
생활정수,2016010103,와부정수장,4136012312,경기도 남양주시 와부읍,7.4403,0.0363,0.7477,2.281,0,3120,3134.6167,8.004,2.735,2.936,0.1365,0.102
생활정수,2016010104,와부정수장,4136012312,경기도 남양주시 와부읍,7.4443,0.0365,0.7367,2.48,0,2700,2684.6667,9.135,2.848,3.0625,0.1355,0.103
생활정수,2016010105,와부정수장,4136012312,경기도 남양주시 와부읍,7.4453,0.0365,0.7255,1.955,0,2470,2490.7333,9.0963,2.6705,2.939,0.1355,0.104
생활정수,2016010106,와부정수장,4136012312,경기도 남양주시 와부읍,7.4457,0.0366,0.722,2.235,0,2840,2822.1667,9.7247,2.293,2.585,0.1375,0.1055
생활정수,2016010107,와부정수장,4136012312,경기도 남양주시 와부읍,7.4453,0.0364,0.7293,2.088,0,2420,2416.4667,8.8063,2.45,2.742,0.1375,0.107
생활정수,2016010108,와부정수장,4136012312,경기도 남양주시 와부읍,7.4463,0.0361,0.7232,2.486,0,2150,2144.9333,8.758,3.021,3.2485,0.1385,0.1065
생활정수,2016010109,와부정수장,4136012312,경기도 남양주시 와부읍,7.4496,0.0362,0.7169,2.406,0,2560,2574.5833,8.758,3.132,3.3475,0.139,0.1065
생활정수,2016010110,와부정수장,4136012312,경기도 남양주시 와부읍,7.4485,0.0365,0.7306,2.397,0,2630,2619.5667,9.077,2.9905,3.2265,0.139,0.1075
생활정수,2016010111,와부정수장,4136012312,경기도 남양주시 와부읍,7.4458,0.0366,0.7341,2.427,0,2910,2915.85,7.2597,2.743,3.006,0.139,0.1065
생활정수,2016010112,와부정수장,4136012312,경기도 남양주시 와부읍,7.4447,0.0365,0.736,2.182,0,3210,3209.8833,6.0127,2.51,2.7975,0.14,0.105
생활정수,2016010113,와부정수장,4136012312,경기도 남양주시 와부읍,7.4445,0.0364,0.7282,2.17,0,3010,2998.1833,4.6787,2.5515,2.8305,0.1385,0.103
생활정수,2016010114,와부정수장,4136012312,경기도 남양주시 와부읍,7.4451,0.0359,0.7217,2.256,0,2900,2899.5,4.9783,2.6375,2.908,0.139,0.101
생활정수,2016010115,와부정수장,4136012312,경기도 남양주시 와부읍,7.4444,0.0353,0.7315,2.254,0,2870,2856.3167,3.1223,2.742,2.9975,0.1365,0.101
생활정수,2016010116,와부정수장,4136012312,경기도 남양주시 와부읍,7.4417,0.0351,0.7335,2.216,0,3640,3665.6333,3.2577,2.618,2.854,0.1355,0.0995
생활정수,2016010117,와부정수장,4136012312,경기도 남양주시 와부읍,7.4358,0.0349,0.7395,2.156,0,3720,3710.1333,3.9633,2.389,2.642,0.135,0.099
생활정수,2016010118,와부정수장,4136012312,경기도 남양주시 와부읍,7.4298,0.035,0.7477,2.186,0,3590,3584.4167,4.176,2.284,2.5455,0.135,0.0985
생활정수,2016010119,와부정수장,4136012312,경기도 남양주시 와부읍,7.4275,0.0351,0.7597,2.158,0,3440,3441.5667,4.321,2.2475,2.5145,0.135,0.098
생활정수,2016010120,와부정수장,4136012312,경기도 남양주시 와부읍,7.4271,0.0352,0.7486,2.248,0,3010,3009,5.4713,2.3375,2.6125,0.135,0.097
생활정수,2016010121,와부정수장,4136012312,경기도 남양주시 와부읍,7.4269,0.0351,0.7563,2.39,0,3330,3303.8167,4.901,2.3255,2.6015,0.1355,0.097
생활정수,2016010122,와부정수장,4136012312,경기도 남양주시 와부읍,7.4256,0.0351,0.7693,2.345,0,3280,3288.9833,5.5003,2.203,2.504,0.1355,0.096
생활정수,2016010123,와부정수장,4136012312,경기도 남양주시 와부읍,7.4247,0.0354,0.7737,2.474,0,2840,2844.1,5.423,2.184,2.5095,0.1355,0.096
생활정수,2016010124,와부정수장,4136012312,경기도 남양주시 와부읍,7.4261,0.0351,0.7625,2.443,0,2710,2690.7,5.916,2.0485,2.4065,0.134,0.0955
생활정수,2016010201,와부정수장,4136012312,경기도 남양주시 와부읍,7.427,0.0352,0.7472,2.449,0,2550,2549.2167,5.655,1.996,2.3695,0.1335,0.0955
생활정수,2016010202,와부정수장,4136012312,경기도 남양주시 와부읍,7.4275,0.035,0.7432,2.357,0,2540,2560.5333,5.2297,1.902,2.2975,0.1325,0.095
생활정수,2016010203,와부정수장,4136012312,경기도 남양주시 와부읍,7.4288,0.0349,0.7345,2.283,0,2720,2720.4167,5.278,1.824,2.2285,0.132,0.095
생활정수,2016010204,와부정수장,4136012312,경기도 남양주시 와부읍,7.4292,0.0348,0.7411,2.303,0,2700,2709.3333,5.8677,1.843,2.2465,0.1315,0.0945
생활정수,2016010205,와부정수장,4136012312,경기도 남양주시 와부읍,7.432,0.0348,0.7456,2.277,0,2400,2388.6,6.119,2.0065,2.3925,0.1315,0.094
생활정수,2016010206,와부정수장,4136012312,경기도 남양주시 와부읍,7.4325,0.0348,0.7498,2.278,0,2440,2428.7,5.3457,2.0895,2.446,0.131,0.0955
생활정수,2016010207,와부정수장,4136012312,경기도 남양주시 와부읍,7.432,0.0348,0.7628,2.292,0,2570,2578.1833,6.177,2.384,2.706,0.1315,0.095
생활정수,2016010208,와부정수장,4136012312,경기도 남양주시 와부읍,7.4332,0.0351,0.7594,2.132,0,3070,3072.2833,5.9837,2.454,2.7535,0.1315,0.096
생활정수,2016010209,와부정수장,4136012312,경기도 남양주시 와부읍,7.4334,0.0354,0.7539,2.301,0,2960,2966.2333,6.1383,2.534,2.805,0.132,0.0955
생활정수,2016010210,와부정수장,4136012312,경기도 남양주시 와부읍,7.4328,0.0357,0.7689,2.252,0,2440,2436.8167,6.1093,2.777,3.0305,0.1325,0.0945
생활정수,2016010211,와부정수장,4136012312,경기도 남양주시 와부읍,7.4344,0.0358,0.7511,2.281,0,2600,2606.9167,4.7947,2.903,3.138,0.132,0.0935
생활정수,2016010212,와부정수장,4136012312,경기도 남양주시 와부읍,7.4319,0.0355,0.736,2.254,0,3330,3318.4,3.4317,2.9775,3.1755,0.1315,0.093
생활정수,2016010213,와부정수장,4136012312,경기도 남양주시 와부읍,7.4303,0.0354,0.7251,2.38,0,3430,3439.8333,3.1803,2.868,3.0625,0.1295,0.091
생활정수,2016010214,와부정수장,4136012312,경기도 남양주시 와부읍,7.4278,0.0353,0.7114,2.289,0,3620,3624.2833,2.204,2.6625,2.87,0.129,0.089
생활정수,2016010215,와부정수장,4136012312,경기도 남양주시 와부읍,7.4253,0.0352,0.7287,2.273,0,3670,3669.9667,1.624,2.4265,2.6615,0.128,0.0875
생활정수,2016010216,와부정수장,4136012312,경기도 남양주시 와부읍,7.4218,0.035,0.7344,2.336,0,3550,3543.3833,1.1213,2.203,2.477,0.126,0.087
생활정수,2016010217,와부정수장,4136012312,경기도 남양주시 와부읍,7.4183,0.0346,0.7251,2.092,0,3520,3513.9167,1.5177,2.1445,2.4245,0.1255,0.086
생활정수,2016010218,와부정수장,4136012312,경기도 남양주시 와부읍,7.4137,0.0346,0.7384,2.126,0,3470,3474.5,1.6337,2.245,2.5095,0.125,0.086
생활정수,2016010219,와부정수장,4136012312,경기도 남양주시 와부읍,7.4117,0.0345,0.7429,2.122,0,3310,3304.2667,2.5327,2.429,2.673,0.124,0.085
생활정수,2016010220,와부정수장,4136012312,경기도 남양주시 와부읍,7.4104,0.0346,0.7581,2.447,0,3400,3406.3,3.509,2.588,2.8,0.1235,0.085
생활정수,2016010221,와부정수장,4136012312,경기도 남양주시 와부읍,7.4103,0.0347,0.7645,2.375,0,3640,3643.4833,3.4897,2.3945,2.6315,0.1235,0.086
생활정수,2016010222,와부정수장,4136012312,경기도 남양주시 와부읍,7.4087,0.0349,0.7669,2.341,0,3570,3566.7833,4.0213,2.1735,2.4485,0.1235,0.086
생활정수,2016010223,와부정수장,4136012312,경기도 남양주시 와부읍,7.4113,0.0347,0.7731,2.302,0,3130,3119.4333,4.3307,2.0815,2.395,0.1235,0.086
생활정수,2016010224,와부정수장,4136012312,경기도 남양주시 와부읍,7.4135,0.0348,0.7558,2.283,0,3060,3053.5667,4.321,2.009,2.35,0.123,0.086
생활정수,2016010301,와부정수장,4136012312,경기도 남양주시 와부읍,7.4155,0.0348,0.7461,2.272,0,2740,2734.0667,4.6207,2.051,2.405,0.1235,0.086
생활정수,2016010302,와부정수장,4136012312,경기도 남양주시 와부읍,7.4165,0.0348,0.7518,2.342,0,2620,2609.4167,4.6883,2.114,2.474,0.124,0.086
생활정수,2016010303,와부정수장,4136012312,경기도 남양주시 와부읍,7.4173,0.0348,0.7574,2.071,0,2930,2944.0833,5.2683,2.0365,2.404,0.1235,0.086
생활정수,2016010304,와부정수장,4136012312,경기도 남양주시 와부읍,7.4178,0.0348,0.761,2.061,0,3000,2991.0333,4.437,2.2755,2.5985,0.1235,0.086
생활정수,2016010305,와부정수장,4136012312,경기도 남양주시 와부읍,7.4205,0.0349,0.7519,2.053,0,3030,3030.3333,4.959,2.535,2.8125,0.1235,0.086
생활정수,2016010306,와부정수장,4136012312,경기도 남양주시 와부읍,7.4223,0.0351,0.756,2.066,0,3190,3181.5167,5.336,2.744,2.981,0.1245,0.086
생활정수,2016010307,와부정수장,4136012312,경기도 남양주시 와부읍,7.4209,0.0351,0.7714,2.25,0,3230,3225.4167,4.5627,2.9175,3.1205,0.1235,0.086
생활정수,2016010308,와부정수장,4136012312,경기도 남양주시 와부읍,7.4193,0.0351,0.7741,2.193,0,3240,3242.2833,5.0653,2.9145,3.1105,0.124,0.086
생활정수,2016010309,와부정수장,4136012312,경기도 남양주시 와부읍,7.4178,0.0352,0.7704,2.219,0,3230,3224.1167,4.8623,2.8575,3.059,0.124,0.086
생활정수,2016010310,와부정수장,4136012312,경기도 남양주시 와부읍,7.4175,0.0352,0.7602,2.222,0,3660,3661.0833,4.698,2.6635,2.8705,0.124,0.086
생활정수,2016010311,와부정수장,4136012312,경기도 남양주시 와부읍,7.4193,0.0353,0.7502,2.235,0,3260,3270.4,4.8623,2.5105,2.7245,0.124,0.085
생활정수,2016010312,와부정수장,4136012312,경기도 남양주시 와부읍,7.4211,0.0353,0.7401,2.216,0,3380,3401.9333,3.7023,2.4925,2.7175,0.1235,0.085
생활정수,2016010313,와부정수장,4136012312,경기도 남양주시 와부읍,7.42,0.0355,0.7387,2.206,0,3380,3371.35,2.3973,2.499,2.73,0.123,0.084
생활정수,2016010314,와부정수장,4136012312,경기도 남양주시 와부읍,7.4171,0.0356,0.7385,2.127,0,3480,3475.4,2.2233,2.363,2.6135,0.1225,0.0825
생활정수,2016010315,와부정수장,4136012312,경기도 남양주시 와부읍,7.4111,0.0356,0.7569,1.951,0,3680,3700.3667,1.45,2.3055,2.552,0.1215,0.082
생활정수,2016010316,와부정수장,4136012312,경기도 남양주시 와부읍,7.409,0.0356,0.7568,2.246,0,3630,3633.1,1.4017,2.368,2.5975,0.121,0.0815
생활정수,2016010317,와부정수장,4136012312,경기도 남양주시 와부읍,7.4082,0.0357,0.7387,2.1,0,3720,3718.7167,1.3243,2.2915,2.524,0.12,0.081
생활정수,2016010318,와부정수장,4136012312,경기도 남양주시 와부읍,7.4046,0.0357,0.7635,2.09,0,3770,3785.3167,1.45,2.292,2.5145,0.1185,0.081
생활정수,2016010319,와부정수장,4136012312,경기도 남양주시 와부읍,7.4036,0.0356,0.767,2.214,0,3600,3589.6667,2.6003,2.46,2.656,0.119,0.0815
생활정수,2016010320,와부정수장,4136012312,경기도 남양주시 와부읍,7.4052,0.0357,0.7465,2.324,0,3170,3156.2,3.4123,2.683,2.873,0.119,0.0825
생활정수,2016010321,와부정수장,4136012312,경기도 남양주시 와부읍,7.4062,0.036,0.7474,2.283,0,3620,3628.65,3.2673,2.6135,2.81,0.12,0.0825
생활정수,2016010322,와부정수장,4136012312,경기도 남양주시 와부읍,7.4046,0.036,0.7667,2.262,0,3770,3764.9833,4.1083,2.4565,2.672,0.1205,0.083
생활정수,2016010323,와부정수장,4136012312,경기도 남양주시 와부읍,7.4074,0.0363,0.7647,2.24,0,3630,3612.85,4.9107,2.3465,2.583,0.1195,0.082
생활정수,2016010324,와부정수장,4136012312,경기도 남양주시 와부읍,7.4115,0.0362,0.7614,2.206,0,3200,3205.9333,4.118,2.356,2.6125,0.1195,0.0815
생활정수,2016010401,와부정수장,4136012312,경기도 남양주시 와부읍,7.4121,0.0366,0.7601,2.275,0,3370,3326.9,4.2243,2.34,2.606,0.12,0.0825
생활정수,2016010402,와부정수장,4136012312,경기도 남양주시 와부읍,7.4119,0.0369,0.7588,2.193,0,3540,3558.8167,5.0363,2.202,2.4725,0.1205,0.082
생활정수,2016010403,와부정수장,4136012312,경기도 남양주시 와부읍,7.4125,0.0369,0.7486,2.293,0,3240,3241.9667,5.394,2.16,2.429,0.1215,0.083
생활정수,2016010404,와부정수장,4136012312,경기도 남양주시 와부읍,7.4154,0.0373,0.7206,2.273,0,2620,2609.2667,4.1373,2.511,2.7645,0.1215,0.0835
생활정수,2016010405,와부정수장,4136012312,경기도 남양주시 와부읍,7.4179,0.0377,0.7149,2.289,0,2920,2935.0167,4.3307,2.658,2.8995,0.122,0.0835
생활정수,2016010406,와부정수장,4136012312,경기도 남양주시 와부읍,7.4189,0.038,0.7231,2.237,0,3250,3224.25,4.379,2.6115,2.8545,0.122,0.084
생활정수,2016010407,와부정수장,4136012312,경기도 남양주시 와부읍,7.4186,0.0381,0.7462,2.352,0,2730,2737.45,5.2297,2.7105,2.9565,0.1225,0.085
생활정수,2016010408,와부정수장,4136012312,경기도 남양주시 와부읍,7.4213,0.0377,0.7492,2.302,0,2680,2677.9,4.9783,2.8435,3.083,0.124,0.086
생활정수,2016010409,와부정수장,4136012312,경기도 남양주시 와부읍,7.4253,0.0375,0.7371,2.305,0,2920,2912.2667,5.1233,2.904,3.132,0.124,0.0865
생활정수,2016010410,와부정수장,4136012312,경기도 남양주시 와부읍,7.4276,0.0372,0.7349,2.266,0,3090,3109,5.4327,2.801,3.0275,0.1255,0.088
생활정수,2016010411,와부정수장,4136012312,경기도 남양주시 와부읍,7.4274,0.037,0.7373,2.303,0,3280,3286.4068,4.8759,2.9405,3.1315,0.1255,0.0875
생활정수,2016010412,와부정수장,4136012312,경기도 남양주시 와부읍,7.427,0.0365,0.7352,2.273,0,3360,3369.5167,3.6443,2.759,2.961,0.126,0.0865
생활정수,2016010413,와부정수장,4136012312,경기도 남양주시 와부읍,7.427,0.036,0.7262,2.317,0,3520,3504.9,2.1943,2.7835,2.9735,0.125,0.086
생활정수,2016010414,와부정수장,4136012312,경기도 남양주시 와부읍,7.4274,0.0359,0.7192,2.289,0,3410,3420.4667,2.2137,2.696,2.8975,0.1245,0.084
생활정수,2016010415,와부정수장,4136012312,경기도 남양주시 와부읍,7.4274,0.0359,0.7153,2.039,0,3600,3596.55,2.1847,2.575,2.783,0.124,0.083
생활정수,2016010416,와부정수장,4136012312,경기도 남양주시 와부읍,7.4274,0.0354,0.736,2.035,0,3470,3482.8,1.6723,2.6745,2.849,0.124,0.0825
생활정수,2016010417,와부정수장,4136012312,경기도 남양주시 와부읍,7.4298,0.0351,0.7206,2.094,0,3870,3807.3333,2.1267,2.723,2.857,0.1235,0.082
생활정수,2016010418,와부정수장,4136012312,경기도 남양주시 와부읍,7.4288,0.0349,0.7128,2.338,0,3510,3510.2333,1.827,2.8585,2.987,0.124,0.084
생활정수,2016010419,와부정수장,4136012312,경기도 남양주시 와부읍,7.4251,0.0349,0.7233,2.265,0,3330,3313.2333,3.5477,2.835,2.9855,0.1255,0.086
생활정수,2016010420,와부정수장,4136012312,경기도 남양주시 와부읍,7.4212,0.0347,0.7274,2.217,0,3640,3688.7167,4.8623,2.734,2.881,0.127,0.087
생활정수,2016010421,와부정수장,4136012312,경기도 남양주시 와부읍,7.4171,0.035,0.7361,2.184,0,3480,3493,5.22,2.8165,2.9675,0.1275,0.089
생활정수,2016010422,와부정수장,4136012312,경기도 남양주시 와부읍,7.4127,0.0353,0.7546,2.372,0,3580,3591.7333,6.206,2.7955,2.95,0.1285,0.0905
생활정수,2016010423,와부정수장,4136012312,경기도 남양주시 와부읍,7.4112,0.0352,0.731,2.244,0,3690,3696.7167,6.1673,2.6825,2.8535,0.1295,0.092
생활정수,2016010424,와부정수장,4136012312,경기도 남양주시 와부읍,7.4071,0.0351,0.7491,2.207,0,3670,3677.1167,6.9793,2.5595,2.751,0.1325,0.093
생활정수,2016010501,와부정수장,4136012312,경기도 남양주시 와부읍,7.4083,0.0347,0.7441,2.304,0,3250,3195.3833,6.8053,2.5755,2.7915,0.1345,0.0945
생활정수,2016010502,와부정수장,4136012312,경기도 남양주시 와부읍,7.4088,0.0345,0.7408,2.395,0,3210,3206.7667,7.4143,2.616,2.8415,0.1365,0.0955
생활정수,2016010503,와부정수장,4136012312,경기도 남양주시 와부읍,7.4097,0.0342,0.74,2.277,0,3260,3262.3333,7.8783,2.663,2.8895,0.1375,0.097
생활정수,2016010504,와부정수장,4136012312,경기도 남양주시 와부읍,7.4111,0.0341,0.7268,2.275,0,3190,3183.95,8.6227,2.774,2.9895,0.139,0.0965
생활정수,2016010505,와부정수장,4136012312,경기도 남양주시 와부읍,7.4127,0.034,0.7274,2.542,0,2660,2687.5167,8.2553,2.9315,3.1465,0.1385,0.0965
생활정수,2016010506,와부정수장,4136012312,경기도 남양주시 와부읍,7.4126,0.034,0.7269,2.237,0,2800,2777.0333,9.3187,2.854,3.093,0.1365,0.097
생활정수,2016010507,와부정수장,4136012312,경기도 남양주시 와부읍,7.4114,0.0341,0.7359,2.343,0,2720,2731.2833,8.2843,2.9275,3.1645,0.138,0.0985
생활정수,2016010508,와부정수장,4136012312,경기도 남양주시 와부읍,7.412,0.0339,0.7319,2.542,0,2620,2684.5167,8.874,2.971,3.202,0.138,0.1
생활정수,2016010509,와부정수장,4136012312,경기도 남양주시 와부읍,7.4134,0.0339,0.7217,2.438,0,2850,2781.5,8.6323,2.945,3.1685,0.1385,0.1005
생활정수,2016010510,와부정수장,4136012312,경기도 남양주시 와부읍,7.4139,0.0339,0.7332,2.455,0,3050,3058.9,8.7773,2.807,3.0475,0.1385,0.1005
생활정수,2016010511,와부정수장,4136012312,경기도 남양주시 와부읍,7.4169,0.034,0.7263,2.294,0,3130,3132.7833,8.3907,2.7905,3.0305,0.14,0.1025
생활정수,2016010512,와부정수장,4136012312,경기도 남양주시 와부읍,7.4192,0.0343,0.7307,2.308,0,3160,3146.9333,6.4863,2.6695,2.925,0.139,0.1045
생활정수,2016010513,와부정수장,4136012312,경기도 남양주시 와부읍,7.4237,0.0346,0.725,2.163,0,2940,2917.4,4.9687,2.606,2.878,0.1405,0.104
생활정수,2016010514,와부정수장,4136012312,경기도 남양주시 와부읍,7.4292,0.0346,0.7306,2.182,0,3030,3018.45,3.6057,2.6685,2.9295,0.142,0.103
생활정수,2016010515,와부정수장,4136012312,경기도 남양주시 와부읍,7.4328,0.0346,0.7208,2.238,0,3490,3502.7,4.031,2.6705,2.9005,0.141,0.102
생활정수,2016010516,와부정수장,4136012312,경기도 남양주시 와부읍,7.4358,0.0346,0.7133,2.212,0,3730,3715.8833,2.4843,2.545,2.772,0.1415,0.1005
생활정수,2016010517,와부정수장,4136012312,경기도 남양주시 와부읍,7.435,0.0345,0.7225,2.226,0,3340,3365.65,1.8173,2.5835,2.8,0.14,0.1
생활정수,2016010518,와부정수장,4136012312,경기도 남양주시 와부읍,7.4329,0.0346,0.7289,2.455,0,3030,3013.9167,3.132,2.8585,3.055,0.1395,0.099
생활정수,2016010519,와부정수장,4136012312,경기도 남양주시 와부읍,7.4311,0.0346,0.7133,2.39,0,2870,2880.2333,4.6497,2.916,3.123,0.14,0.0985
생활정수,2016010520,와부정수장,4136012312,경기도 남양주시 와부읍,7.4273,0.0348,0.695,2.344,0,3100,3094.1333,6.6313,2.778,3.0075,0.14,0.099
생활정수,2016010521,와부정수장,4136012312,경기도 남양주시 와부읍,7.4202,0.0348,0.7006,2.28,0,3150,3148.8833,6.4573,2.6095,2.8645,0.1405,0.0995
생활정수,2016010522,와부정수장,4136012312,경기도 남양주시 와부읍,7.4149,0.0351,0.6999,2.333,0,3470,3463.1333,7.453,2.4125,2.684,0.1405,0.1015
생활정수,2016010523,와부정수장,4136012312,경기도 남양주시 와부읍,7.4103,0.0352,0.694,2.326,0,3690,3691.75,7.8203,2.095,2.395,0.1395,0.1035
생활정수,2016010524,와부정수장,4136012312,경기도 남양주시 와부읍,7.4062,0.0353,0.7039,2.404,0,3410,3404.4833,8.0523,1.8325,2.174,0.138,0.104
생활정수,2016010601,와부정수장,4136012312,경기도 남양주시 와부읍,7.4053,0.0351,0.7282,2.425,0,2990,2989.1333,8.4873,1.726,2.098,0.1385,0.1045
생활정수,2016010602,와부정수장,4136012312,경기도 남양주시 와부읍,7.4082,0.0351,0.724,2.27,0,2680,2678.0167,9.57,1.7575,2.145,0.139,0.106
생활정수,2016010603,와부정수장,4136012312,경기도 남양주시 와부읍,7.4106,0.0351,0.7136,2.25,0,2890,2882.7333,9.019,1.7765,2.158,0.14,0.106
생활정수,2016010604,와부정수장,4136012312,경기도 남양주시 와부읍,7.411,0.035,0.7154,2.258,0,2810,2808.55,9.9953,1.9625,2.3145,0.142,0.1075
생활정수,2016010605,와부정수장,4136012312,경기도 남양주시 와부읍,7.4108,0.0353,0.7238,2.242,0,2760,2742.9333,9.7923,2.3195,2.63,0.141,0.1085
생활정수,2016010606,와부정수장,4136012312,경기도 남양주시 와부읍,7.4097,0.0357,0.7324,2.256,0,2710,2710.6,9.7923,2.517,2.8055,0.141,0.1075
생활정수,2016010607,와부정수장,4136012312,경기도 남양주시 와부읍,7.4064,0.0358,0.7486,2.268,0,3020,3011.8167,8.8837,2.5655,2.839,0.1415,0.1065
생활정수,2016010608,와부정수장,4136012312,경기도 남양주시 와부읍,7.4035,0.0359,0.75,2.207,0,3190,3185.65,9.396,2.5445,2.813,0.141,0.1065
생활정수,2016010609,와부정수장,4136012312,경기도 남양주시 와부읍,7.4005,0.0362,0.7339,2.415,0,2520,2515.7,10.0437,2.7845,3.028,0.1405,0.1065
생활정수,2016010610,와부정수장,4136012312,경기도 남양주시 와부읍,7.397,0.0362,0.7194,2.541,0,3380,3384.8167,8.5163,2.7805,3.0065,0.14,0.106
생활정수,2016010611,와부정수장,4136012312,경기도 남양주시 와부읍,7.394,0.0363,0.714,2.122,0,3480,3476.8333,7.946,2.701,2.9175,0.14,0.105
생활정수,2016010612,와부정수장,4136012312,경기도 남양주시 와부읍,7.3924,0.0361,0.724,2.144,0,3580,3583.1667,6.409,2.591,2.81,0.14,0.1035
생활정수,2016010613,와부정수장,4136012312,경기도 남양주시 와부읍,7.3928,0.036,0.7354,2.201,0,3540,3539.1833,4.611,2.5665,2.7845,0.14,0.1045
생활정수,2016010614,와부정수장,4136012312,경기도 남양주시 와부읍,7.3959,0.0357,0.7295,2.357,0,3520,3521.8167,3.0837,2.5215,2.7355,0.1385,0.104
생활정수,2016010615,와부정수장,4136012312,경기도 남양주시 와부읍,7.3991,0.0357,0.7176,2.004,0,3530,3526.3833,3.5283,2.3435,2.5755,0.1385,0.1045
생활정수,2016010616,와부정수장,4136012312,경기도 남양주시 와부읍,7.3989,0.0353,0.7236,2.033,0,3420,3419.5167,3.7313,2.5955,2.784,0.138,0.1035
생활정수,2016010617,와부정수장,4136012312,경기도 남양주시 와부읍,7.3997,0.0352,0.7115,2.308,0,3500,3537.15,4.5627,2.737,2.886,0.1375,0.1025
생활정수,2016010618,와부정수장,4136012312,경기도 남양주시 와부읍,7.401,0.0355,0.7204,2.284,0,3390,3377.5833,4.6593,2.6915,2.8485,0.1375,0.1015
생활정수,2016010619,와부정수장,4136012312,경기도 남양주시 와부읍,7.4027,0.0358,0.7407,2.248,0,3440,3437.15,5.0363,2.5575,2.7395,0.1375,0.1015
생활정수,2016010620,와부정수장,4136012312,경기도 남양주시 와부읍,7.4073,0.036,0.7474,2.225,0,3520,3522.3333,5.7613,2.3915,2.608,0.1365,0.1015
생활정수,2016010621,와부정수장,4136012312,경기도 남양주시 와부읍,7.4154,0.0361,0.7437,2.349,0,3370,3360.1167,6.2253,2.273,2.525,0.1365,0.103
생활정수,2016010622,와부정수장,4136012312,경기도 남양주시 와부읍,7.4237,0.0361,0.7382,2.262,0,3580,3572.1167,6.9407,2.118,2.392,0.1375,0.1045
생활정수,2016010623,와부정수장,4136012312,경기도 남양주시 와부읍,7.4348,0.036,0.7387,2.217,0,3200,3199.15,7.7237,2.14,2.43,0.1385,0.104
생활정수,2016010624,와부정수장,4136012312,경기도 남양주시 와부읍,7.4466,0.0357,0.7301,2.272,0,3020,3046.8,7.83,2.1545,2.454,0.139,0.1045
생활정수,2016010701,와부정수장,4136012312,경기도 남양주시 와부읍,7.4577,0.0356,0.7347,2.327,0,3230,3212.0667,8.323,2.0995,2.4065,0.139,0.106
생활정수,2016010702,와부정수장,4136012312,경기도 남양주시 와부읍,7.4651,0.0354,0.7442,2.278,0,3270,3259.3,8.1587,2.0395,2.356,0.139,0.1065
생활정수,2016010703,와부정수장,4136012312,경기도 남양주시 와부읍,7.4726,0.0354,0.7401,2.251,0,2630,2627.7333,8.613,2.18,2.4985,0.1385,0.1085
생활정수,2016010704,와부정수장,4136012312,경기도 남양주시 와부읍,7.4767,0.0353,0.7254,2.275,0,2850,2851.5667,8.8933,2.244,2.5585,0.139,0.1075
생활정수,2016010705,와부정수장,4136012312,경기도 남양주시 와부읍,7.4797,0.0351,0.7276,2.338,0,2640,2636.45,9.2703,2.389,2.693,0.138,0.1085
생활정수,2016010706,와부정수장,4136012312,경기도 남양주시 와부읍,7.4783,0.0349,0.7319,2.245,0,2240,2233.3167,9.8987,2.7475,3.0165,0.1405,0.111
생활정수,2016010707,와부정수장,4136012312,경기도 남양주시 와부읍,7.4775,0.0349,0.7344,2.324,0,2550,2560.5333,10.0823,2.952,3.187,0.1395,0.1115
생활정수,2016010708,와부정수장,4136012312,경기도 남양주시 와부읍,7.4772,0.0348,0.7272,2.328,0,3130,3137.95,10.2273,2.9295,3.153,0.14,0.112
생활정수,2016010709,와부정수장,4136012312,경기도 남양주시 와부읍,7.4767,0.035,0.7257,2.429,0,3060,3055.2167,10.4787,2.9455,3.158,0.1395,0.111
생활정수,2016010710,와부정수장,4136012312,경기도 남양주시 와부읍,7.4747,0.0349,0.7321,2.521,0,3420,3418.8167,9.889,2.879,3.0805,0.1405,0.109
생활정수,2016010711,와부정수장,4136012312,경기도 남양주시 와부읍,7.475,0.0347,0.7328,2.315,0,3420,3419.5167,7.714,2.812,3.009,0.141,0.1085
생활정수,2016010712,와부정수장,4136012312,경기도 남양주시 와부읍,7.4756,0.0347,0.7294,2.235,0,3310,3310.7167,5.7903,2.743,2.939,0.142,0.1075
생활정수,2016010713,와부정수장,4136012312,경기도 남양주시 와부읍,7.4738,0.0346,0.7283,2.317,0,3310,3317.5333,4.582,2.7395,2.927,0.1425,0.1075
