생활/공업 구분,발생일시,시설명,시설관리번호,시설주소,pH(-),탁도(NTU),잔류염소(mg/L),수지(정) 1계열정수지#1 수위,수지(정) 1계열정수지#2 수위,수지(정) 2계열정수지#1 수위,수지(정) 2계열정수지#2 수위,수지(정) 6단계 정수지 수위 #1,수지(정) 6단계 정수지 수위 #2,수지(정) 송수 압력,수도권 수지(정) 5단계 송수유량 적산차,수지(정) 송수 유량 순시
생활정수,2016010101,수지정수장,4146512316,경기도 용인시 상현동,7.4799,0.0546,0.8258,2.3563,2.2602,2.3106,2.1972,2.2723,2.2729,0.5277,222,21632.1333
생활정수,2016010102,수지정수장,4146512316,경기도 용인시 상현동,7.4815,0.0546,0.8281,2.5525,2.462,2.5055,2.4152,2.4233,2.4165,0.571,204,19695.6667
생활정수,2016010103,수지정수장,4146512316,경기도 용인시 상현동,7.4831,0.0542,0.8189,2.839,2.7355,2.7892,2.7,2.7015,2.6816,0.5822,161,15790.9333
생활정수,2016010104,수지정수장,4146512316,경기도 용인시 상현동,7.4812,0.0545,0.8103,3.2076,3.1021,3.1576,3.097,3.0464,3.0232,0.6316,142,13683.6
생활정수,2016010105,수지정수장,4146512316,경기도 용인시 상현동,7.4819,0.055,0.8029,3.4943,3.3868,3.4401,3.4004,3.3823,3.3454,0.6744,147,14283.3167
생활정수,2016010106,수지정수장,4146512316,경기도 용인시 상현동,7.4784,0.0551,0.7936,3.7187,3.5625,3.6795,3.6464,3.6428,3.6071,0.6952,132,12833.7333
생활정수,2016010107,수지정수장,4146512316,경기도 용인시 상현동,7.4788,0.0551,0.7887,3.9899,3.8651,3.9206,3.8941,3.8371,3.7846,0.7103,125,12326.6833
생활정수,2016010108,수지정수장,4146512316,경기도 용인시 상현동,7.4747,0.0551,0.781,4.1437,4.0152,4.0736,4.0524,4.0567,4.0026,0.7227,149,14590.2167
생활정수,2016010109,수지정수장,4146512316,경기도 용인시 상현동,7.472,0.055,0.783,4.1303,3.995,4.0571,4.027,4.0766,4.0262,0.6998,229,22478.55
생활정수,2016010110,수지정수장,4146512316,경기도 용인시 상현동,7.4681,0.0552,0.8069,4.0951,3.9468,4.0213,3.9789,4.0389,3.9892,0.6824,262,25644.25
생활정수,2016010111,수지정수장,4146512316,경기도 용인시 상현동,7.4641,0.0554,0.8445,3.9429,3.7249,3.8634,3.7984,3.9169,3.8826,0.6586,292,28584.2167
생활정수,2016010112,수지정수장,4146512316,경기도 용인시 상현동,7.4637,0.0477,0.8579,3.8655,3.6397,3.7884,3.7147,3.7568,3.7245,0.6545,324,31620.3167
생활정수,2016010113,수지정수장,4146512316,경기도 용인시 상현동,7.4623,0.0538,0.8414,3.7386,3.5665,3.6557,3.571,3.5924,3.5583,0.6163,343,33454.75
생활정수,2016010114,수지정수장,4146512316,경기도 용인시 상현동,7.4692,0.053,0.8095,3.6079,3.4409,3.5257,3.4411,3.4141,3.384,0.6279,338,32768.0833
생활정수,2016010115,수지정수장,4146512316,경기도 용인시 상현동,7.4714,0.0528,0.7798,3.5689,3.3446,3.4949,3.4004,3.3287,3.3135,0.6133,330,31821.8667
생활정수,2016010116,수지정수장,4146512316,경기도 용인시 상현동,7.4718,0.0531,0.7638,3.5505,3.3875,3.4799,3.395,3.3171,3.2855,0.6222,296,28566.2667
생활정수,2016010117,수지정수장,4146512316,경기도 용인시 상현동,7.4734,0.0525,0.7625,3.4085,3.2626,3.3444,3.2581,3.2895,3.262,0.603,300,29196.8
생활정수,2016010118,수지정수장,4146512316,경기도 용인시 상현동,7.4717,0.0522,0.7629,3.1973,3.0384,3.1323,3.0164,3.1281,3.1035,0.584,315,30685.1
생활정수,2016010119,수지정수장,4146512316,경기도 용인시 상현동,7.4735,0.052,0.7748,2.9483,2.8042,2.8852,2.7718,2.9079,2.8895,0.5753,324,31619.8333
생활정수,2016010120,수지정수장,4146512316,경기도 용인시 상현동,7.4728,0.0517,0.7932,2.7752,2.6313,2.7119,2.5753,2.7094,2.6913,0.5371,299,29296.2667
생활정수,2016010121,수지정수장,4146512316,경기도 용인시 상현동,7.4756,0.0512,0.8054,2.5554,2.4301,2.5022,2.3804,2.487,2.4806,0.5243,305,30302.8833
생활정수,2016010122,수지정수장,4146512316,경기도 용인시 상현동,7.4807,0.0503,0.8191,2.4162,2.3066,2.3713,2.2594,2.372,2.3691,0.5378,285,27668.05
생활정수,2016010123,수지정수장,4146512316,경기도 용인시 상현동,7.4829,0.0502,0.8245,2.4402,2.3277,2.3894,2.2762,2.3617,2.3552,0.5279,253,24505.3333
생활정수,2016010124,수지정수장,4146512316,경기도 용인시 상현동,7.4843,0.045,0.825,2.3327,2.2301,2.2896,2.1754,2.3126,2.3105,0.5176,241,23500.6833
생활정수,2016010201,수지정수장,4146512316,경기도 용인시 상현동,7.4828,0.0497,0.8149,2.1669,2.0679,2.1263,2.0094,2.1706,2.1708,0.5158,244,24196.7833
생활정수,2016010202,수지정수장,4146512316,경기도 용인시 상현동,7.4815,0.0494,0.8097,2.1093,2.0191,2.0727,1.968,2.0936,2.087,0.5185,217,21285.5667
생활정수,2016010203,수지정수장,4146512316,경기도 용인시 상현동,7.4802,0.0494,0.8203,2.2381,2.1446,2.2002,2.098,2.1744,2.1716,0.5291,168,16414.85
생활정수,2016010204,수지정수장,4146512316,경기도 용인시 상현동,7.4782,0.0493,0.8348,2.524,2.4247,2.4802,2.397,2.3853,2.3735,0.5613,136,13258.9333
생활정수,2016010205,수지정수장,4146512316,경기도 용인시 상현동,7.4756,0.0492,0.8508,2.8822,2.774,2.8363,2.7579,2.6729,2.6493,0.5929,167,16088.5167
생활정수,2016010206,수지정수장,4146512316,경기도 용인시 상현동,7.4773,0.0493,0.8629,3.2904,3.1678,3.235,3.1648,3.029,2.9985,0.6362,185,17875.4167
생활정수,2016010207,수지정수장,4146512316,경기도 용인시 상현동,7.4768,0.0495,0.8299,3.7896,3.6624,3.7288,3.6885,3.526,3.4752,0.6904,151,14401.4833
생활정수,2016010208,수지정수장,4146512316,경기도 용인시 상현동,7.478,0.05,0.7828,4.3344,4.1272,4.2703,4.2392,4.0326,3.9774,0.7378,137,13181.2167
생활정수,2016010209,수지정수장,4146512316,경기도 용인시 상현동,7.4798,0.0507,0.7562,4.3947,4.2551,4.3285,4.3106,4.2358,4.171,0.7456,207,20049.9833
생활정수,2016010210,수지정수장,4146512316,경기도 용인시 상현동,7.48,0.0507,0.752,4.2847,4.1386,4.2202,4.1891,4.1978,4.1337,0.7129,202,19896.4
생활정수,2016010211,수지정수장,4146512316,경기도 용인시 상현동,7.4759,0.0509,0.7606,4.1574,4.0069,4.1003,4.0574,4.0631,4.0085,0.6822,271,26724.5833
생활정수,2016010212,수지정수장,4146512316,경기도 용인시 상현동,7.4741,0.0457,0.7708,3.8319,3.6915,3.7808,3.7192,3.7844,3.7329,0.6346,334,32986.3
생활정수,2016010213,수지정수장,4146512316,경기도 용인시 상현동,7.4734,0.0516,0.8141,3.5855,3.4374,3.5439,3.4588,3.4689,3.4314,0.6142,349,33953.7667
생활정수,2016010214,수지정수장,4146512316,경기도 용인시 상현동,7.4693,0.0517,0.8172,3.3389,3.1921,3.3067,3.183,3.1858,3.1612,0.5822,358,35010.6667
생활정수,2016010215,수지정수장,4146512316,경기도 용인시 상현동,7.474,0.0509,0.7948,3.1515,3.0094,3.1233,2.98,2.8808,2.8642,0.5732,359,34923.4333
생활정수,2016010216,수지정수장,4146512316,경기도 용인시 상현동,7.4761,0.0509,0.7695,3.1124,2.9774,3.0916,2.9601,2.769,2.749,0.5698,323,31460.7333
생활정수,2016010217,수지정수장,4146512316,경기도 용인시 상현동,7.4777,0.0515,0.7661,3.0668,2.9372,3.0433,2.924,2.8593,2.842,0.5726,308,29928.4
생활정수,2016010218,수지정수장,4146512316,경기도 용인시 상현동,7.4796,0.0511,0.7759,2.9736,2.8476,2.9512,2.8273,2.8151,2.7969,0.5593,316,30846.4667
생활정수,2016010219,수지정수장,4146512316,경기도 용인시 상현동,7.4803,0.0508,0.7809,2.826,2.7138,2.8015,2.6828,2.7335,2.717,0.552,302,29510.5667
생활정수,2016010220,수지정수장,4146512316,경기도 용인시 상현동,7.4806,0.0507,0.7922,2.5693,2.4639,2.5421,2.4068,2.4345,2.4302,0.5215,314,30684.8667
생활정수,2016010221,수지정수장,4146512316,경기도 용인시 상현동,7.4799,0.0517,0.8093,2.5597,2.4204,2.5236,2.3867,2.4285,2.4289,0.5341,290,28246.95
생활정수,2016010222,수지정수장,4146512316,경기도 용인시 상현동,7.482,0.0528,0.8248,2.5957,2.4911,2.5743,2.4541,2.4238,2.4157,0.5435,299,29244.1
생활정수,2016010223,수지정수장,4146512316,경기도 용인시 상현동,7.4849,0.0526,0.8033,2.5623,2.4578,2.5325,2.4132,2.4361,2.4321,0.5398,259,25223.6667
생활정수,2016010224,수지정수장,4146512316,경기도 용인시 상현동,7.4837,0.0462,0.8002,2.2623,2.1658,2.2449,2.0962,2.2854,2.2877,0.4828,285,27892.6667
생활정수,2016010301,수지정수장,4146512316,경기도 용인시 상현동,7.4805,0.052,0.8219,1.9504,1.8656,1.9382,1.7903,2.0315,2.043,0.4755,332,32501.3833
생활정수,2016010302,수지정수장,4146512316,경기도 용인시 상현동,7.4801,0.052,0.8374,2.2225,2.1359,2.1949,2.0923,2.1147,2.1145,0.5288,231,22420.5833
생활정수,2016010303,수지정수장,4146512316,경기도 용인시 상현동,7.4848,0.0524,0.8026,2.5141,2.4212,2.4797,2.3728,2.4273,2.4194,0.5488,171,16820.8667
생활정수,2016010304,수지정수장,4146512316,경기도 용인시 상현동,7.4861,0.0519,0.7913,2.8874,2.7845,2.8515,2.7849,2.6994,2.6721,0.6071,135,12911.9167
생활정수,2016010305,수지정수장,4146512316,경기도 용인시 상현동,7.4831,0.0518,0.7845,3.3409,3.2273,3.2909,3.2364,3.169,3.1353,0.6538,116,11233.1833
생활정수,2016010306,수지정수장,4146512316,경기도 용인시 상현동,7.4793,0.0515,0.7875,3.7898,3.6611,3.7344,3.7008,3.6471,3.5966,0.692,102,10020.9167
생활정수,2016010307,수지정수장,4146512316,경기도 용인시 상현동,7.4787,0.0512,0.7982,3.9066,3.7749,3.8486,3.8188,3.8442,3.793,0.6966,139,13644.9
생활정수,2016010308,수지정수장,4146512316,경기도 용인시 상현동,7.4751,0.0511,0.7992,4.0615,3.924,4.002,3.9734,4.0035,3.9483,0.7129,158,15300.3333
생활정수,2016010309,수지정수장,4146512316,경기도 용인시 상현동,7.4731,0.052,0.7944,4.2675,4.1238,4.2019,4.1851,4.1867,4.1246,0.7378,192,18781.9
생활정수,2016010310,수지정수장,4146512316,경기도 용인시 상현동,7.4727,0.0523,0.7941,4.1867,4.0416,4.1247,4.0935,4.2017,4.1362,0.7003,209,20391.35
생활정수,2016010311,수지정수장,4146512316,경기도 용인시 상현동,7.4701,0.0522,0.8029,3.8391,3.6994,3.7828,3.7334,3.9805,3.9315,0.6531,292,28863.85
생활정수,2016010312,수지정수장,4146512316,경기도 용인시 상현동,7.4649,0.0461,0.8292,3.6279,3.3937,3.5725,3.4889,3.6954,3.6614,0.6076,341,33344.3833
생활정수,2016010313,수지정수장,4146512316,경기도 용인시 상현동,7.4679,0.0516,0.831,3.4606,3.3215,3.42,3.3196,3.4452,3.4127,0.6023,357,34896.8667
생활정수,2016010314,수지정수장,4146512316,경기도 용인시 상현동,7.4641,0.052,0.8297,3.2855,3.0646,3.2491,3.1356,3.2676,3.2571,0.5877,340,33262.4667
생활정수,2016010315,수지정수장,4146512316,경기도 용인시 상현동,7.4703,0.0522,0.7916,3.1676,3.0301,3.148,3.0227,3.0971,3.0773,0.5712,339,33130.6667
생활정수,2016010316,수지정수장,4146512316,경기도 용인시 상현동,7.4769,0.0519,0.7612,3.1144,2.9808,3.0925,2.9636,3.0035,2.9875,0.5623,322,31411.0167
생활정수,2016010317,수지정수장,4146512316,경기도 용인시 상현동,7.482,0.0518,0.7649,2.9636,2.8366,2.9424,2.8123,2.8516,2.8331,0.5547,347,33883
생활정수,2016010318,수지정수장,4146512316,경기도 용인시 상현동,7.4775,0.0516,0.7834,2.8139,2.6952,2.7931,2.6583,2.7027,2.6907,0.5357,343,33531.3333
생활정수,2016010319,수지정수장,4146512316,경기도 용인시 상현동,7.4759,0.0519,0.7721,2.6783,2.5706,2.6565,2.5269,2.5766,2.5706,0.5364,338,32877.3
생활정수,2016010320,수지정수장,4146512316,경기도 용인시 상현동,7.4796,0.0522,0.7709,2.534,2.4245,2.5066,2.3523,2.4178,2.4093,0.5172,339,33455.7833
생활정수,2016010321,수지정수장,4146512316,경기도 용인시 상현동,7.475,0.0528,0.7783,2.4852,2.3842,2.4652,2.3226,2.2692,2.2616,0.5174,325,31514.5333
생활정수,2016010322,수지정수장,4146512316,경기도 용인시 상현동,7.4819,0.0528,0.7809,2.3818,2.2847,2.3663,2.2309,2.2492,2.2445,0.5185,313,30538.4333
생활정수,2016010323,수지정수장,4146512316,경기도 용인시 상현동,7.4796,0.0526,0.7853,2.3665,2.2678,2.3495,2.21,2.228,2.2275,0.5142,301,29716.2
생활정수,2016010324,수지정수장,4146512316,경기도 용인시 상현동,7.4802,0.0468,0.7906,2.3274,2.2283,2.3102,2.1632,2.1928,2.1913,0.4984,313,30278.5333
생활정수,2016010401,수지정수장,4146512316,경기도 용인시 상현동,7.4785,0.0535,0.7943,2.4869,2.3872,2.4657,2.3475,2.2894,2.2823,0.5341,268,25997.3833
생활정수,2016010402,수지정수장,4146512316,경기도 용인시 상현동,7.4746,0.0542,0.7788,2.7231,2.6185,2.6926,2.5994,2.507,2.4896,0.5833,207,20093.7333
생활정수,2016010403,수지정수장,4146512316,경기도 용인시 상현동,7.476,0.0555,0.7687,3.1259,3.0145,3.0868,3.0174,2.9499,2.9252,0.6231,137,13449.0667
생활정수,2016010404,수지정수장,4146512316,경기도 용인시 상현동,7.477,0.0562,0.7629,3.524,3.4031,3.4747,3.4295,3.3694,3.3244,0.6671,129,12578.15
생활정수,2016010405,수지정수장,4146512316,경기도 용인시 상현동,7.4739,0.0569,0.7642,3.6699,3.5439,3.6181,3.5812,3.5724,3.5233,0.6845,136,13246.65
생활정수,2016010406,수지정수장,4146512316,경기도 용인시 상현동,7.47,0.0566,0.7614,3.7553,3.6278,3.7015,3.6621,3.7046,3.6549,0.6744,148,14619.5833
생활정수,2016010407,수지정수장,4146512316,경기도 용인시 상현동,7.4727,0.0575,0.7582,3.9515,3.8205,3.8949,3.8578,3.8085,3.7572,0.6868,187,18201.1833
생활정수,2016010408,수지정수장,4146512316,경기도 용인시 상현동,7.4654,0.0593,0.7715,4.0184,3.8824,3.9622,3.9132,3.8309,3.7775,0.6881,274,26691
생활정수,2016010409,수지정수장,4146512316,경기도 용인시 상현동,7.4637,0.0585,0.8096,4.0386,3.8996,3.9814,3.9223,3.7507,3.6995,0.6751,296,28801.9
생활정수,2016010410,수지정수장,4146512316,경기도 용인시 상현동,7.4627,0.0558,0.7994,4.0138,3.8728,3.9628,3.905,3.8232,3.7707,0.6728,304,29699.7
생활정수,2016010411,수지정수장,4146512316,경기도 용인시 상현동,7.4661,0.0532,0.7741,3.8203,3.677,3.7715,3.7037,3.655,3.6065,0.6346,332,32477.4833
생활정수,2016010412,수지정수장,4146512316,경기도 용인시 상현동,7.4651,0.0463,0.7721,3.4479,3.3131,3.4028,3.3053,3.4348,3.4022,0.5986,360,34877.8333
생활정수,2016010413,수지정수장,4146512316,경기도 용인시 상현동,7.4708,0.0525,0.77,3.1408,3.0056,3.1115,2.975,3.0821,3.059,0.5675,363,35520.75
생활정수,2016010414,수지정수장,4146512316,경기도 용인시 상현동,7.4702,0.0526,0.7917,2.884,2.7592,2.8637,2.7163,2.8612,2.843,0.5465,372,36590.2333
생활정수,2016010415,수지정수장,4146512316,경기도 용인시 상현동,7.4742,0.0524,0.805,2.8438,2.7229,2.8196,2.6862,2.7248,2.7096,0.5455,340,33454.2667
생활정수,2016010416,수지정수장,4146512316,경기도 용인시 상현동,7.4796,0.0521,0.7979,2.9769,2.8539,2.9516,2.8252,2.7489,2.7287,0.5714,309,29924.35
생활정수,2016010417,수지정수장,4146512316,경기도 용인시 상현동,7.4835,0.0521,0.7644,3.0989,2.9773,3.0733,2.9564,2.8999,2.8755,0.578,299,29182.8
생활정수,2016010418,수지정수장,4146512316,경기도 용인시 상현동,7.4832,0.0513,0.7562,3.1034,2.9895,3.0748,2.9714,3.0129,2.9868,0.5945,271,26482.75
생활정수,2016010419,수지정수장,4146512316,경기도 용인시 상현동,7.4794,0.0509,0.7423,2.9243,2.8172,2.891,2.7786,2.8564,2.835,0.5744,296,28956.4167
생활정수,2016010420,수지정수장,4146512316,경기도 용인시 상현동,7.4718,0.0502,0.7844,2.6211,2.5222,2.6039,2.4671,2.6564,2.6525,0.5201,322,31652.5
생활정수,2016010421,수지정수장,4146512316,경기도 용인시 상현동,7.4738,0.0495,0.8146,2.2645,2.1795,2.2451,2.0934,2.3248,2.319,0.4895,359,34991.3333
생활정수,2016010422,수지정수장,4146512316,경기도 용인시 상현동,7.4772,0.049,0.8106,2.0868,1.9988,2.0813,1.9139,2.0227,2.0343,0.4599,361,35434.25
생활정수,2016010423,수지정수장,4146512316,경기도 용인시 상현동,7.4894,0.0493,0.7878,2.0435,1.958,2.0391,1.8712,1.9083,1.9196,0.4705,356,34768.3
생활정수,2016010424,수지정수장,4146512316,경기도 용인시 상현동,7.4947,0.0443,0.7873,2.0939,2.0138,2.0878,1.9349,1.9185,1.9215,0.4911,330,32047.5333
생활정수,2016010501,수지정수장,4146512316,경기도 용인시 상현동,7.4948,0.0486,0.7949,2.2695,2.1814,2.2476,2.1184,2.0216,2.0165,0.5222,282,27296.4167
생활정수,2016010502,수지정수장,4146512316,경기도 용인시 상현동,7.4854,0.0483,0.7964,2.5756,2.4894,2.5438,2.4543,2.4086,2.3868,0.5735,187,18079.3
생활정수,2016010503,수지정수장,4146512316,경기도 용인시 상현동,7.4913,0.0482,0.7942,2.8938,2.7985,2.8502,2.7772,2.7808,2.7602,0.6051,144,14045.55
생활정수,2016010504,수지정수장,4146512316,경기도 용인시 상현동,7.4862,0.0482,0.7943,3.1076,3.0099,3.0678,3.0019,3.0383,3.0099,0.6286,146,14321.1333
생활정수,2016010505,수지정수장,4146512316,경기도 용인시 상현동,7.4778,0.0485,0.7891,3.3525,3.2491,3.3023,3.2608,3.2597,3.2206,0.6499,124,12009.6667
생활정수,2016010506,수지정수장,4146512316,경기도 용인시 상현동,7.4786,0.0484,0.7871,3.5576,3.4487,3.5039,3.4623,3.4896,3.4489,0.6721,138,13511.6333
생활정수,2016010507,수지정수장,4146512316,경기도 용인시 상현동,7.4739,0.0486,0.784,3.7784,3.6598,3.7217,3.6788,3.6778,3.6281,0.6746,181,17721.4667
생활정수,2016010508,수지정수장,4146512316,경기도 용인시 상현동,7.4705,0.0492,0.78,4.2222,4.093,4.1611,4.1312,3.9993,3.9423,0.7211,185,17997.5167
생활정수,2016010509,수지정수장,4146512316,경기도 용인시 상현동,7.4688,0.0498,0.7919,4.2938,4.078,4.223,4.172,4.1296,4.0828,0.703,269,26211.4667
생활정수,2016010510,수지정수장,4146512316,경기도 용인시 상현동,7.4726,0.0501,0.784,4.2315,4.0941,4.1781,4.1307,4.0725,4.0118,0.6923,318,31063.8
생활정수,2016010511,수지정수장,4146512316,경기도 용인시 상현동,7.4663,0.0503,0.781,4.2498,4.1082,4.1917,4.1381,4.0703,4.0139,0.6881,300,29264.6
생활정수,2016010512,수지정수장,4146512316,경기도 용인시 상현동,7.4706,0.0449,0.7893,4.2289,4.0843,4.1756,4.1266,4.0176,3.9605,0.701,310,30336.2333
생활정수,2016010513,수지정수장,4146512316,경기도 용인시 상현동,7.4694,0.0504,0.7938,4.1849,4.0363,4.1241,4.0654,3.9516,3.8973,0.6719,322,31448.05
생활정수,2016010514,수지정수장,4146512316,경기도 용인시 상현동,7.4652,0.0501,0.7936,4.0787,3.9332,4.0189,3.956,3.8652,3.8123,0.6646,325,31704.0333
생활정수,2016010515,수지정수장,4146512316,경기도 용인시 상현동,7.4675,0.05,0.7856,3.8282,3.5979,3.7671,3.705,3.7169,3.6812,0.6673,328,31949.2667
생활정수,2016010516,수지정수장,4146512316,경기도 용인시 상현동,7.4655,0.0499,0.7758,3.6858,3.5491,3.6378,3.5681,3.6235,3.5782,0.6298,298,29214.95
생활정수,2016010517,수지정수장,4146512316,경기도 용인시 상현동,7.4674,0.0503,0.764,3.4988,3.3765,3.456,3.3785,3.4743,3.4341,0.6167,299,29148.4167
생활정수,2016010518,수지정수장,4146512316,경기도 용인시 상현동,7.4678,0.0503,0.7457,3.2677,3.1574,3.2374,3.1395,3.2527,3.2202,0.6005,314,30825.7
생활정수,2016010519,수지정수장,4146512316,경기도 용인시 상현동,7.4646,0.0504,0.7436,3.1154,3.0079,3.0801,2.9709,3.0339,3.0093,0.5822,294,28733.7667
생활정수,2016010520,수지정수장,4146512316,경기도 용인시 상현동,7.4629,0.0501,0.7517,2.816,2.7153,2.7877,2.6568,2.7392,2.7244,0.5465,323,31701.3167
생활정수,2016010521,수지정수장,4146512316,경기도 용인시 상현동,7.4667,0.0497,0.7679,2.5209,2.4314,2.5037,2.3654,2.5047,2.4969,0.5053,336,32944.7667
생활정수,2016010522,수지정수장,4146512316,경기도 용인시 상현동,7.4695,0.0493,0.7935,2.2282,2.1466,2.2187,2.0639,2.2318,2.2318,0.4867,346,33862.45
생활정수,2016010523,수지정수장,4146512316,경기도 용인시 상현동,7.4712,0.0497,0.8119,2.1411,2.0644,2.1244,1.9715,2.0346,2.0338,0.497,326,31827.7833
생활정수,2016010524,수지정수장,4146512316,경기도 용인시 상현동,7.4781,0.0449,0.8074,2.0786,2.0111,2.0555,1.9377,1.99,1.9866,0.5121,276,26842.4
생활정수,2016010601,수지정수장,4146512316,경기도 용인시 상현동,7.4893,0.0496,0.8312,2.1683,2.1002,2.1432,2.0336,2.0928,2.0861,0.5243,247,24224.45
생활정수,2016010602,수지정수장,4146512316,경기도 용인시 상현동,7.4875,0.0494,0.8276,2.3388,2.2657,2.3112,2.2027,2.2479,2.2394,0.535,208,20253.1333
생활정수,2016010603,수지정수장,4146512316,경기도 용인시 상현동,7.489,0.0495,0.8355,2.589,2.5122,2.549,2.4683,2.4637,2.4426,0.573,181,17570.25
생활정수,2016010604,수지정수장,4146512316,경기도 용인시 상현동,7.4857,0.0496,0.8218,2.9318,2.8443,2.8883,2.8175,2.7539,2.7253,0.6025,144,14037.8167
생활정수,2016010605,수지정수장,4146512316,경기도 용인시 상현동,7.4883,0.0496,0.7943,3.3864,3.2871,3.3355,3.2855,3.1876,3.148,0.6534,131,12714.4333
생활정수,2016010606,수지정수장,4146512316,경기도 용인시 상현동,7.487,0.0497,0.7796,3.8023,3.6173,3.7384,3.699,3.6202,3.5821,0.6868,122,11823.1333
생활정수,2016010607,수지정수장,4146512316,경기도 용인시 상현동,7.482,0.0498,0.765,4.0692,3.9466,4.0076,3.9766,3.9375,3.8816,0.6973,176,17133.1833
생활정수,2016010608,수지정수장,4146512316,경기도 용인시 상현동,7.4791,0.0498,0.7504,4.0858,3.9577,4.0266,3.9854,3.9795,3.9214,0.6877,266,26071.8333
생활정수,2016010609,수지정수장,4146512316,경기도 용인시 상현동,7.4727,0.0503,0.758,4.1729,4.0399,4.1132,4.0678,4.0398,3.9819,0.69,277,27143.0333
생활정수,2016010610,수지정수장,4146512316,경기도 용인시 상현동,7.4671,0.0515,0.7665,4.2388,4.0098,4.1682,4.1102,4.1233,4.0775,0.6923,269,26515.5333
생활정수,2016010611,수지정수장,4146512316,경기도 용인시 상현동,7.4685,0.0522,0.764,4.1166,3.977,4.0626,4.0146,4.0352,3.9771,0.6817,309,30316.4167
생활정수,2016010612,수지정수장,4146512316,경기도 용인시 상현동,7.4689,0.0465,0.7656,3.8357,3.6145,3.7785,3.71,3.751,3.7102,0.6346,341,33406.8167
생활정수,2016010613,수지정수장,4146512316,경기도 용인시 상현동,7.4693,0.0523,0.7652,3.6032,3.4747,3.5578,3.4789,3.5382,3.5002,0.6183,345,33894.2667
생활정수,2016010614,수지정수장,4146512316,경기도 용인시 상현동,7.4673,0.0527,0.7681,3.5047,3.38,3.4594,3.3823,3.3504,3.3124,0.6337,325,31517.5
생활정수,2016010615,수지정수장,4146512316,경기도 용인시 상현동,7.4692,0.0526,0.7612,3.485,3.3605,3.4424,3.3645,3.3652,3.3307,0.6266,295,28693.1333
생활정수,2016010616,수지정수장,4146512316,경기도 용인시 상현동,7.4705,0.0525,0.7578,3.678,3.5493,3.6142,3.5484,3.5454,3.5036,0.6501,248,24242.5333
생활정수,2016010617,수지정수장,4146512316,경기도 용인시 상현동,7.468,0.052,0.7658,3.6772,3.4612,3.6208,3.5566,3.5852,3.5556,0.6527,273,26569.3833
생활정수,2016010618,수지정수장,4146512316,경기도 용인시 상현동,7.4731,0.0519,0.7618,3.5329,3.4125,3.4888,3.4143,3.4154,3.3741,0.627,303,29376.4333
생활정수,2016010619,수지정수장,4146512316,경기도 용인시 상현동,7.4723,0.0521,0.7651,3.2286,3.1115,3.2016,3.0833,3.2408,3.2145,0.571,336,32845.7667
생활정수,2016010620,수지정수장,4146512316,경기도 용인시 상현동,7.4685,0.052,0.7771,3.0122,2.9091,2.991,2.8692,3.0256,3.007,0.5568,325,31929.4667
생활정수,2016010621,수지정수장,4146512316,경기도 용인시 상현동,7.4715,0.0514,0.7812,2.6048,2.5138,2.5884,2.4538,2.685,2.6731,0.5295,354,34514.9833
생활정수,2016010622,수지정수장,4146512316,경기도 용인시 상현동,7.4735,0.051,0.7907,2.3533,2.2712,2.3421,2.1968,2.3998,2.3965,0.4975,329,32213.7667
생활정수,2016010623,수지정수장,4146512316,경기도 용인시 상현동,7.4795,0.0507,0.801,2.3154,2.2306,2.3004,2.1435,2.254,2.2493,0.4924,306,29831.4
생활정수,2016010624,수지정수장,4146512316,경기도 용인시 상현동,7.4882,0.0451,0.7943,2.2153,2.1367,2.2025,2.0575,2.1108,2.108,0.4945,323,31623.0667
생활정수,2016010701,수지정수장,4146512316,경기도 용인시 상현동,7.4895,0.0501,0.8012,2.2528,2.1757,2.2316,2.1065,2.0354,2.0281,0.5252,292,28317.2833
생활정수,2016010702,수지정수장,4146512316,경기도 용인시 상현동,7.4938,0.0505,0.8034,2.4652,2.3882,2.4367,2.3359,2.3131,2.3024,0.5513,205,19822.5167
생활정수,2016010703,수지정수장,4146512316,경기도 용인시 상현동,7.4949,0.0507,0.8022,2.826,2.7429,2.7855,2.7137,2.6552,2.6321,0.5989,146,14106.3833
생활정수,2016010704,수지정수장,4146512316,경기도 용인시 상현동,7.4908,0.0508,0.8044,3.005,2.9174,2.9619,2.8986,2.8707,2.841,0.6243,162,15727.8167
생활정수,2016010705,수지정수장,4146512316,경기도 용인시 상현동,7.4923,0.0504,0.8051,3.1683,3.0765,3.1283,3.0621,3.0508,3.0181,0.6298,151,14717.95
생활정수,2016010706,수지정수장,4146512316,경기도 용인시 상현동,7.4882,0.0503,0.7988,3.4746,3.3735,3.4195,3.3635,3.3047,3.266,0.6579,137,13305.3333
생활정수,2016010707,수지정수장,4146512316,경기도 용인시 상현동,7.4885,0.0501,0.7809,3.932,3.8175,3.8716,3.8348,3.7202,3.6641,0.6863,142,13766.2667
생활정수,2016010708,수지정수장,4146512316,경기도 용인시 상현동,7.4886,0.0501,0.7708,4.1624,4.041,4.1026,4.0646,3.984,3.925,0.698,218,21312.0167
생활정수,2016010709,수지정수장,4146512316,경기도 용인시 상현동,7.4845,0.0507,0.7555,4.3094,4.1776,4.2507,4.2119,4.0902,4.0304,0.7136,277,26928.45
