DATETIME,정수장,덕소(정) 5단계 유입압력순시,덕소(정) 5단계 정수지수위순시1,덕소(정) 5단계 정수지수위순시2,덕소(정) 5단계 정수지유출압력순시,덕소(정) 6단계 정수지수위순시2,덕소(정) 6단계 정수지유출압력,덕소(정) 6단계 정수지유출유량순시,덕소(정) 유출유량 순시,덕소(정) 정수지수위#1,덕소(정)5.6단계정수유출유량합계,팔당 덕소(정) 5단계 유출 유량 적산차,팔당 덕소(정) 6단계 정수지 유출 적산차,pH(-),탁도(NTU),잔류염소(mg/L)
2016062212,덕소정수장,0.1401,4.0641,4.3147,0.6291,4.4194,0.6484,8923.9012,7545.8791,4.0577,15725.2754,77,91,7.1513,0.0387,0.7723
2016062213,덕소정수장,0.1346,3.9945,4.2499,0.6181,4.3425,0.6557,8785.8975,7484.2491,4.054,16137.3633,74,89,7.1564,0.039,0.7821
2016062214,덕소정수장,0.1291,3.8663,4.1226,0.6016,4.1667,0.6557,8825.641,7791.7582,4.0577,17093.4062,78,89,7.141,0.0386,0.8161
2016062215,덕소정수장,0.1236,3.7454,3.9973,0.5852,4.0275,0.641,9012.2711,7733.4249,4.0485,16153.8457,77,92,7.141,0.0381,0.8497
2016062216,덕소정수장,0.1071,3.6502,3.9054,0.5852,3.9835,0.6264,8133.425,7165.4762,4.0559,15483.5166,72,82,7.1718,0.0377,0.8475
2016062217,덕소정수장,0.1016,3.7015,3.9493,0.5962,4.0201,0.6264,7725.3663,6355.3114,4.0559,13752.7471,63,78,7.1667,0.0377,0.8183
2016062218,덕소정수장,0.0962,3.7711,4.0161,0.6016,4.0897,0.619,7515.4762,6326.6483,4.0577,14098.9014,63,76,7.1615,0.0374,0.8312
2016062219,덕소정수장,0.0907,3.815,4.0599,0.5962,4.141,0.6337,7668.8645,6482.1429,4.0614,12928.5723,65,77,7.1462,0.0374,0.8538
2016062220,덕소정수장,0.0852,3.837,4.085,0.5742,4.1667,0.6337,7868.9561,6727.9304,4.0595,15901.0996,67,80,7.1564,0.0373,0.8569
2016062221,덕소정수장,0.0852,3.7857,4.0245,0.5632,4.0861,0.6337,8365.9341,7418.0403,4.0632,16472.5273,74,84,7.1205,0.0374,0.8568
2016062222,덕소정수장,0.0907,3.7491,3.9827,0.5577,3.9982,0.6264,8612.729,7369.2307,4.065,15395.6035,73,87,7.1154,0.0372,0.8565
2016062223,덕소정수장,0.0852,3.6648,3.9013,0.5577,3.9945,0.619,8744.6887,7645.5128,4.065,16109.8906,76,89,7.1462,0.0369,0.86
2016062224,덕소정수장,0.0852,3.6136,3.8407,0.5467,3.8993,0.6117,8545.7876,7470.3297,4.065,16434.0664,75,86,7.141,0.0358,0.8635
2016062301,덕소정수장,0.0797,3.5586,3.7906,0.5467,3.8736,0.6117,8805.1282,7444.4139,4.0577,15829.6699,74,89,7.141,0.0358,0.8643
2016062302,덕소정수장,0.0742,3.5623,3.7823,0.5467,3.848,0.6044,8290.5677,6963.37,4.0614,13521.9785,69,84,7.1462,0.0356,0.8656
2016062303,덕소정수장,0.0742,3.7308,3.943,0.5742,4.0458,0.619,6533.1502,5378.663,4.0852,11274.7246,54,66,7.1205,0.0358,0.8622
2016062304,덕소정수장,0.0797,3.826,4.0453,0.5797,4.1886,0.6337,6877.1062,5517.8571,4.0888,12137.3633,55,70,7.1513,0.0359,0.8454
2016062305,덕소정수장,0.1346,4.1374,4.3355,0.6126,4.4744,0.6557,5870.3297,4881.3187,4.065,10703.2969,49,60,7.1256,0.0367,0.8333
2016062306,덕소정수장,0.1401,4.4451,4.655,0.6401,4.7601,0.6777,6390.4763,5365.6593,4.065,11395.6045,53,64,7.1615,0.0364,0.8305
2016062307,덕소정수장,0.1401,4.5696,4.8012,0.6786,4.9176,0.6923,6984.8901,6017.1246,4.0632,13571.4287,60,71,7.1718,0.0354,0.8293
2016062308,덕소정수장,0.1456,4.5696,4.7928,0.6731,4.9176,0.685,8021.2454,6931.4102,4.0595,15263.7363,69,81,7.1615,0.0354,0.8191
2016062309,덕소정수장,0.1456,4.4963,4.7239,0.6566,4.8004,0.6923,8675.4578,7486.8132,4.0614,16467.0332,75,87,7.1769,0.0366,0.8075
2016062310,덕소정수장,0.1511,4.3828,4.6112,0.6511,4.7344,0.685,8874.7253,7874.6337,4.065,16818.6816,78,90,7.1769,0.0382,0.8036
2016062311,덕소정수장,0.1511,4.2326,4.465,0.6291,4.6026,0.663,9541.2087,7569.5971,4.0833,17148.3516,75,96,7.1718,0.0368,0.809
2016062312,덕소정수장,0.1511,4.0604,4.3021,0.6126,4.4341,0.663,9005.8608,7837.4542,4.0962,17302.1973,78,91,7.1769,0.0357,0.8182
2016062313,덕소정수장,0.1401,4.0458,4.2875,0.6236,4.3828,0.6484,9368.9561,7699.8169,4.054,16708.791,77,95,7.1564,0.0354,0.8127
2016062314,덕소정수장,0.1401,3.9689,4.2082,0.6236,4.2802,0.6557,8843.773,7738.0952,4.0559,15972.5273,77,89,7.1718,0.0357,0.8058
2016062315,덕소정수장,0.1346,3.87,4.1121,0.6126,4.2033,0.641,8811.0806,7637.3626,4.043,16521.9785,76,89,7.1769,0.0357,0.8032
2016062316,덕소정수장,0.1346,3.793,4.0474,0.5962,4.1227,0.6337,8791.7582,7479.2124,4.0522,16225.2744,75,89,7.1821,0.0357,0.8034
2016062317,덕소정수장,0.1291,3.8443,4.0934,0.6016,4.1703,0.641,7708.7912,6510.1648,4.0559,14340.6602,65,78,7.1667,0.0357,0.7952
2016062318,덕소정수장,0.1291,3.9652,4.1915,0.6236,4.2912,0.641,7245.6044,6035.7143,4.0577,13131.8682,60,73,7.1667,0.0358,0.7986
2016062319,덕소정수장,0.1291,4.0421,4.3001,0.6291,4.3718,0.6557,7448.6264,6411.9048,4.0577,14565.9336,64,75,7.1667,0.0357,0.8038
2016062320,덕소정수장,0.1291,4.0311,4.2771,0.5907,4.3535,0.6557,8185.989,7080.6777,4.0577,15928.5713,70,83,7.1513,0.0357,0.799
2016062321,덕소정수장,0.1291,3.9396,4.1769,0.5797,4.2692,0.6484,8825.7326,7594.8718,4.0687,16401.0977,76,89,7.1513,0.0358,0.7992
2016062322,덕소정수장,0.1291,3.881,4.1288,0.5742,4.1374,0.641,8697.7107,7416.4835,4.0595,16604.3965,74,88,7.1513,0.0365,0.8026
2016062323,덕소정수장,0.1291,3.7784,4.0203,0.5632,4.1117,0.6337,8767.3076,7768.4066,4.065,16659.3398,77,88,7.1513,0.0368,0.8128
2016062324,덕소정수장,0.1291,3.7051,3.9472,0.5632,4.0348,0.6264,9150.5494,7169.6886,4.0614,16131.8682,71,93,7.1513,0.0365,0.8183
2016062401,덕소정수장,0.1346,3.6978,3.9493,0.5632,4.0018,0.6264,8389.1026,7300.641,4.0705,14791.209,73,85,7.141,0.0369,0.8118
2016062402,덕소정수장,0.1346,3.7198,3.9743,0.5687,4.0421,0.6264,7786.9963,6710.7143,4.0614,13335.165,67,79,7.1359,0.0363,0.8006
2016062403,덕소정수장,0.1346,3.7198,3.9702,0.5687,4.119,0.6337,7476.8315,6133.0586,4.0852,14456.0439,61,75,7.1513,0.0371,0.7922
2016062404,덕소정수장,0.1401,3.9103,4.1769,0.5852,4.1886,0.641,7383.8828,5898.6263,4.065,12719.7803,59,75,7.1513,0.0373,0.788
2016062405,덕소정수장,0.1401,4.0458,4.3126,0.6016,4.4048,0.6484,6591.1172,6067.8571,4.065,12708.791,61,67,7.141,0.0368,0.7914
2016062406,덕소정수장,0.1456,4.163,4.4379,0.6126,4.5366,0.663,7285.6227,6056.9597,4.0595,13148.3516,60,74,7.1513,0.0361,0.7943
2016062407,덕소정수장,0.1566,4.2912,4.5652,0.6291,4.7088,0.6703,6753.2967,5232.0513,4.087,12368.1318,52,68,7.1462,0.0356,0.7959
2016062408,덕소정수장,0.1566,4.4158,4.7135,0.6621,4.804,0.685,7468.0403,6399.8168,4.0668,15109.8906,64,75,7.1462,0.0357,0.7893
2016062409,덕소정수장,0.1621,4.3755,4.6842,0.6676,4.8004,0.6923,8269.9634,7132.8755,4.0614,15873.627,71,84,7.1462,0.0355,0.7826
2016062410,덕소정수장,0.1621,4.2729,4.5798,0.6511,4.6941,0.685,8916.9414,7639.8351,4.0522,16203.2969,76,90,7.1513,0.0364,0.7781
2016062411,덕소정수장,0.1731,4.141,4.4671,0.6511,4.5256,0.6703,8733.7911,7788.9194,4.065,16807.6914,77,88,7.1718,0.0364,0.7824
2016062412,덕소정수장,0.1676,4.0348,4.3543,0.6291,4.4121,0.6703,8987.8205,7785.5311,4.065,16879.1211,78,91,7.1513,0.0356,0.7809
2016062413,덕소정수장,0.1731,3.9432,4.2708,0.6181,4.3791,0.6557,8852.1979,7740.4762,4.0705,17082.418,77,89,7.1667,0.0355,0.7802
2016062414,덕소정수장,0.1676,3.815,4.1414,0.6126,4.3059,0.6484,9099.1759,7188.0037,4.0577,16170.3301,72,92,7.1308,0.0356,0.7902
2016062415,덕소정수장,0.1676,3.8077,4.1309,0.6126,4.2216,0.641,8824.6338,7197.2527,4.0833,16000,71,89,7.1667,0.0357,0.7946
2016062416,덕소정수장,0.1676,3.8553,4.1831,0.6291,4.2619,0.641,8173.1685,6630.3114,4.065,12829.6699,67,83,7.1769,0.0361,0.7941
2016062417,덕소정수장,0.1621,4.0861,4.417,0.6456,4.489,0.6557,6417.9487,5619.5971,4.0577,12186.8125,55,65,7.1513,0.0376,0.7937
2016062418,덕소정수장,0.1566,4.2143,4.5443,0.6566,4.6429,0.6557,6761.9047,5789.011,4.054,14593.4062,58,68,7.1718,0.0372,0.7921
2016062419,덕소정수장,0.1621,4.2656,4.5945,0.6566,4.6941,0.6777,7553.4798,6462.8205,4.0577,14934.0664,64,76,7.1308,0.0365,0.7955
2016062420,덕소정수장,0.1566,4.2106,4.5255,0.6346,4.6392,0.6777,8672.5275,7449.9085,4.0614,16247.252,74,88,7.1667,0.0356,0.7977
2016062421,덕소정수장,0.1566,4.1154,4.4128,0.6016,4.5073,0.663,8807.9671,7873.3517,4.087,16604.3945,79,89,7.1256,0.0353,0.8036
2016062422,덕소정수장,0.1511,4.0385,4.3251,0.5907,4.4341,0.663,9298.0769,7917.4908,4.0614,17159.3398,79,94,7.1359,0.0345,0.8136
2016062423,덕소정수장,0.1511,3.9176,4.1977,0.5797,4.2912,0.6484,9229.5787,7952.9304,4.0632,16576.9219,79,93,7.1308,0.034,0.8264
2016062424,덕소정수장,0.1566,3.8443,4.1184,0.5687,4.207,0.641,8762.2711,7538.2784,4.0632,16637.3633,75,89,7.141,0.0338,0.8306
2016062501,덕소정수장,0.1511,3.7784,4.0558,0.5742,4.152,0.6337,8783.9744,7474.5421,4.0632,15000,75,88,7.1359,0.0338,0.8271
2016062502,덕소정수장,0.1566,3.8187,4.0934,0.5742,4.185,0.6337,7516.5751,6651.0073,4.0668,14961.5381,66,77,7.1513,0.0336,0.8292
2016062503,덕소정수장,0.1566,3.9652,4.2312,0.5962,4.3242,0.641,7466.3919,6129.8535,4.0632,13230.7695,61,75,7.1462,0.0328,0.8331
2016062504,덕소정수장,0.1566,4.0751,4.3481,0.6071,4.4341,0.6557,7182.326,6107.6007,4.0632,11780.2197,61,73,7.141,0.0317,0.8318
2016062505,덕소정수장,0.1566,4.2729,4.5276,0.6236,4.6429,0.6703,6456.5934,5452.2894,4.0668,12543.9561,55,65,7.1308,0.0317,0.8258
2016062506,덕소정수장,0.1621,4.3498,4.6028,0.6346,4.7967,0.685,7028.6629,5580.7692,4.0907,12335.165,55,71,7.141,0.0318,0.8204
2016062507,덕소정수장,0.1456,4.6062,4.8701,0.7005,5.0385,0.6996,6426.4652,4744.0476,4.0504,9164.835,48,66,7.141,0.0314,0.8126
2016062508,덕소정수장,0.1401,4.7674,5.0434,0.706,5.141,0.7216,6192.033,5330.7692,4.0266,10708.791,52,62,7.1256,0.0317,0.8033
2016062509,덕소정수장,0.1401,4.7601,5.0392,0.7115,5.163,0.7216,6040.8425,5526.8315,4.0247,12741.7578,55,61,7.1359,0.0317,0.8065
2016062510,덕소정수장,0.1291,4.6941,4.964,0.706,5.0861,0.7216,6762.8205,5918.956,4.0229,12752.748,59,69,7.1256,0.0318,0.8113
2016062511,덕소정수장,0.1346,4.4963,4.7636,0.6731,4.8956,0.707,7700,6763.4616,4.0229,15604.3945,68,77,7.1513,0.0317,0.8132
2016062512,덕소정수장,0.1236,4.2179,4.4963,0.6511,4.6172,0.685,8647.3444,7080.8608,4.0211,16016.4834,70,87,7.1564,0.0315,0.8085
2016062513,덕소정수장,0.1236,3.9689,4.252,0.6126,4.2802,0.6557,8458.2418,7738.6447,4.0229,15945.0557,77,85,7.1462,0.031,0.8139
2016062514,덕소정수장,0.1291,3.6612,3.9472,0.5907,4.0165,0.6264,8946.0623,7958.5165,4.0833,16725.2754,80,91,7.1256,0.0315,0.8295
2016062515,덕소정수장,0.1291,3.5769,3.8595,0.5852,3.9322,0.619,8744.5971,7460.2565,4.0577,15560.4395,74,89,7.1359,0.032,0.8195
2016062516,덕소정수장,0.1401,3.5147,3.7969,0.5797,3.859,0.6044,8236.1722,7466.3919,4.0614,15719.7793,74,83,7.141,0.0321,0.806
2016062517,덕소정수장,0.1346,3.522,3.8052,0.5742,3.8773,0.619,8414.3774,7020.8791,4.0614,15972.5273,70,85,7.1462,0.0316,0.8002
2016062518,덕소정수장,0.1401,3.5037,3.7718,0.5742,3.7967,0.6044,8348.5348,7072.7106,4.0632,14258.2422,71,84,7.1462,0.0317,0.7884
2016062519,덕소정수장,0.1346,3.5842,3.8553,0.5907,3.9212,0.6117,7107.4176,6361.5385,4.065,13016.4834,63,72,7.141,0.0304,0.7703
2016062520,덕소정수장,0.1291,3.6905,3.943,0.5577,3.9725,0.619,7337.1795,6395.6959,4.0321,14142.8574,64,74,7.1256,0.0309,0.7633
2016062521,덕소정수장,0.1291,3.5623,3.801,0.5412,3.7821,0.619,7837.1795,6981.4103,4.0321,15648.3516,69,79,7.1256,0.0298,0.7716
2016062522,덕소정수장,0.1346,3.3791,3.6027,0.5302,3.6685,0.6044,7849.9084,7090.2015,4.0321,15461.5391,71,80,7.1256,0.0293,0.7894
2016062523,덕소정수장,0.1566,3.2216,3.4482,0.5137,3.5073,0.5824,7851.3736,7062.3626,4.0705,14648.3516,70,79,7.1256,0.0282,0.7968
2016062524,덕소정수장,0.1676,3.2473,3.4482,0.5247,3.5586,0.5824,8118.7729,6160.348,4.0907,13236.2637,62,82,7.141,0.0279,0.8033
2016062601,덕소정수장,0.1786,3.4377,3.6528,0.5357,3.6868,0.5897,7176.1904,6054.2125,4.0668,13302.1973,60,73,7.1308,0.028,0.8258
2016062602,덕소정수장,0.2005,3.3974,3.5985,0.5357,3.7198,0.5971,7420.2381,6566.3004,4.0943,12989.0117,66,75,7.1154,0.0282,0.8282
2016062603,덕소정수장,0.206,3.6429,3.847,0.5522,3.8846,0.6044,7028.5715,5705.1282,4.0687,13236.2637,56,71,7.1308,0.028,0.8036
2016062604,덕소정수장,0.2115,3.9103,4.1059,0.5852,4.2033,0.6264,6025.1832,5126.8315,4.065,11807.6924,51,61,7.1308,0.0281,0.7859
2016062605,덕소정수장,0.217,4.2179,4.417,0.6126,4.5147,0.6557,5594.7802,4530.9524,4.065,12489.0107,45,57,7.1205,0.0272,0.7815
2016062606,덕소정수장,0.2225,4.4451,4.6425,0.6401,4.7527,0.6703,6130.7693,5139.9268,4.0632,10697.8027,52,62,7.1359,0.0263,0.7815
2016062607,덕소정수장,0.217,4.7271,4.9369,0.7005,5.0641,0.6996,5614.7436,4691.7582,4.0266,9736.2637,46,57,7.1256,0.0262,0.7773
2016062608,덕소정수장,0.2115,4.848,5.0517,0.717,5.1667,0.7216,5684.8901,5076.0073,4.0284,11225.2744,51,57,7.1154,0.0266,0.7783
2016062609,덕소정수장,0.2115,4.7454,4.9536,0.6951,5.0824,0.7216,6841.0257,6083.3333,4.0247,14813.1875,60,69,7.1205,0.028,0.7812
2016062610,덕소정수장,0.217,4.5293,4.726,0.6676,4.8516,0.7143,7975.3663,7005.403,4.0284,15291.209,70,81,7.1205,0.0282,0.7908
2016062611,덕소정수장,0.217,4.2766,4.4963,0.6291,4.5842,0.685,8353.4799,7353.2967,4.0229,17302.1992,73,84,7.1205,0.0281,0.7959
2016062612,덕소정수장,0.2225,4.0092,4.2332,0.6291,4.3352,0.6557,9407.4176,8115.1099,4.0504,17670.3301,81,95,7.1359,0.0281,0.7957
2016062613,덕소정수장,0.228,3.8004,4.0119,0.5962,4.1886,0.6337,9340.6593,7781.3187,4.0797,16423.0781,77,94,7.1205,0.0282,0.817
2016062614,덕소정수장,0.228,3.7821,4.0077,0.5907,4.0788,0.6337,9237.271,7450.0916,4.065,16791.209,74,93,7.1256,0.0286,0.8354
2016062615,덕소정수장,0.228,3.6758,3.9013,0.5907,3.9799,0.6117,9237.3626,7479.2124,4.0577,16505.4941,75,94,7.141,0.031,0.8224
2016062616,덕소정수장,0.228,3.6062,3.8386,0.5742,3.8883,0.6117,8875.5495,7767.7655,4.0559,16549.4512,77,89,7.1103,0.0317,0.7928
2016062617,덕소정수장,0.228,3.5659,3.7927,0.5742,3.8553,0.6117,8383.2418,7217.674,4.0614,16087.9121,72,85,7.1205,0.0306,0.777
2016062618,덕소정수장,0.228,3.6099,3.8219,0.5797,3.8883,0.619,7905.9524,6650.1831,4.0595,14560.4395,67,80,7.1256,0.0303,0.7748
2016062619,덕소정수장,0.228,3.6282,3.8428,0.5907,3.8956,0.5971,7955.3113,6760.348,4.0614,13318.6816,67,80,7.1256,0.0302,0.7796
2016062620,덕소정수장,0.228,3.7271,3.9201,0.5632,3.9725,0.6117,7401.8315,6292.3077,4.0614,12879.1211,63,75,7.141,0.0297,0.7942
2016062621,덕소정수장,0.228,3.8407,4.0349,0.5687,4.0641,0.6264,6856.5934,6049.6337,4.0632,14912.0879,60,69,7.1308,0.0285,0.8026
2016062622,덕소정수장,0.2335,3.7747,3.9618,0.5522,3.9945,0.619,8545.0549,7583.5165,4.054,16626.373,75,87,7.1,0.0275,0.7945
2016062623,덕소정수장,0.2335,3.7015,3.8825,0.5522,3.9725,0.6117,8862.2711,7631.044,4.065,16126.373,76,89,7.1,0.0264,0.7954
2016062624,덕소정수장,0.228,3.5513,3.7259,0.5357,3.8443,0.6117,8834.9817,7339.011,4.0668,16582.418,73,89,7.1205,0.025,0.8012
2016062701,덕소정수장,0.2335,3.522,3.6925,0.5412,3.837,0.6044,8901.099,7016.0256,4.0925,15093.4062,70,90,7.1154,0.0244,0.7961
2016062702,덕소정수장,0.2335,3.6465,3.8198,0.5522,3.8443,0.6044,7726.9231,6796.8864,4.0723,14170.3301,68,79,7.0897,0.0239,0.7946
2016062703,덕소정수장,0.228,3.837,3.9994,0.5742,4.0714,0.6117,6818.4982,5467.3077,4.065,11873.627,55,69,7.1,0.0231,0.7968
2016062704,덕소정수장,0.2335,4.2436,4.4086,0.6236,4.489,0.6484,5089.4689,4234.9817,4.0668,7780.2197,42,52,7.0846,0.0228,0.7956
2016062705,덕소정수장,0.2335,4.5952,4.7615,0.6456,4.8407,0.685,4636.0806,3884.1575,4.0668,8659.3398,39,47,7.1,0.0228,0.7863
2016062706,덕소정수장,0.2335,4.848,5.0225,0.6786,5.1703,0.7143,5767.033,4464.1942,4.065,9450.5488,44,58,7.0795,0.0225,0.7795
2016062707,덕소정수장,0.2335,5.1044,5.2981,0.728,5.456,0.7363,5977.6557,4856.5018,4.065,12719.7803,48,61,7.1051,0.0227,0.7779
2016062708,덕소정수장,0.217,5.152,5.3503,0.728,5.4744,0.7509,7439.6521,6362.271,4.054,14961.5391,63,75,7.0897,0.0227,0.7761
2016062709,덕소정수장,0.2468,4.2658,4.3709,0.6364,4.4748,0.6472,7196.2767,6485.3522,4.0739,13781.6486,225,118.8384,7.1808,0.0468,0.7444
2016062710,덕소정수장,0.217,4.6832,4.8805,0.6786,4.9725,0.7143,8531.5018,7688.4616,4.0229,16340.6592,77,86,7.1154,0.0225,0.7785
2016062711,덕소정수장,0.2225,4.3901,4.5798,0.6566,4.6648,0.6996,8748.1685,7738.4616,4.0284,16670.3301,77,89,7.1154,0.0229,0.777
2016062712,덕소정수장,0.228,4.0897,4.2896,0.6126,4.3462,0.6703,8669.9634,7668.3151,4.0595,16967.0332,76,87,7.1,0.0239,0.764
2016062713,덕소정수장,0.2335,3.9689,4.1643,0.6126,4.2546,0.6557,8727.7473,7474.5421,4.0577,15538.4619,75,89,7.1256,0.0232,0.766
2016062714,덕소정수장,0.228,3.8773,4.0787,0.6071,4.1154,0.6484,8774.0843,7127.1062,4.0632,15467.0332,71,88,7.1154,0.0229,0.8005
2016062715,덕소정수장,0.239,3.8077,4.0161,0.6181,4.0714,0.6264,8514.3773,7027.4725,4.0815,14785.7148,70,86,7.1205,0.0249,0.8134
2016062716,덕소정수장,0.228,3.9139,4.1163,0.6126,4.1923,0.6337,7812.2711,6839.5604,4.0705,13214.2852,68,79,7.1205,0.0267,0.798
2016062717,덕소정수장,0.228,0,0,0.6291,4.3022,0.641,7239.5604,6116.4835,4.0595,14247.2529,61,73,7.1308,0.03,0.7687
2016062718,덕소정수장,0.228,4.2692,4.252,0.6236,4.3242,0.6484,7780.6777,6699.359,4.0577,15021.9785,67,79,7.1308,0.0282,0.7497
2016062719,덕소정수장,0.228,4.2363,4.2228,0.6236,4.2912,0.6557,8200.4579,7093.4982,4.0595,15170.3301,70,82,7.1205,0.0269,0.7468
2016062720,덕소정수장,0.228,4.2473,4.2228,0.5852,4.2912,0.6484,7957.4176,6864.652,4.0577,15609.8906,68,81,7.1051,0.0266,0.7537
2016062721,덕소정수장,0.228,4.1996,4.1748,0.5797,4.2363,0.641,8354.945,7291.5751,4.0614,15670.3301,73,84,7.1256,0.0262,0.7827
2016062722,덕소정수장,0.228,4.13,4.0996,0.5687,4.174,0.6337,8744.6886,7578.4798,4.0614,15780.2197,76,89,7.1154,0.0246,0.8039
2016062723,덕소정수장,0.228,4.0385,4.014,0.5632,4.0751,0.6264,8898.6263,7700.9157,4.0614,16857.1426,76,90,7.1154,0.0243,0.8039
2016062724,덕소정수장,0.2335,3.9359,3.9159,0.5577,3.9689,0.619,8919.6887,7899.3589,4.065,16554.9453,79,90,7.1154,0.0229,0.7979
2016062801,덕소정수장,0.2335,3.8956,3.8762,0.5577,3.9286,0.619,8323.9927,7326.6484,4.065,15000,73,84,7.1154,0.0226,0.795
2016062802,덕소정수장,0.2335,3.9762,3.9472,0.5687,4.0055,0.619,7340.293,6325.4579,4.0705,12181.3184,64,75,7.1308,0.0226,0.7905
2016062803,덕소정수장,0.2335,4.141,4.1017,0.5852,4.1703,0.6264,6918.4982,5861.9048,4.065,12434.0664,58,70,7.1154,0.0227,0.7895
2016062804,덕소정수장,0.2335,4.3278,4.2687,0.6016,4.3462,0.6484,6561.63,5545.5128,4.065,11631.8672,55,66,7.1103,0.0225,0.7908
2016062805,덕소정수장,0.2335,4.6136,4.5235,0.6236,4.6136,0.663,5802.1978,4916.5751,4.0668,11060.4395,49,59,7.1205,0.0222,0.7899
2016062806,덕소정수장,0.2335,4.9176,4.8116,0.6511,4.9176,0.685,5801.9231,4959.7069,4.065,12565.9336,49,59,7.1154,0.0219,0.7892
2016062807,덕소정수장,0.2335,5.0275,4.916,0.6951,5.0238,0.6923,7093.315,6165.7509,4.0632,12939.5605,62,71,7.1,0.0217,0.7838
2016062808,덕소정수장,0.2225,5.0788,4.9577,0.7005,5.0678,0.707,7288.4615,6399.0842,4.0321,14576.9229,64,74,7.1103,0.0213,0.7808
2016062809,덕소정수장,0.2225,4.9212,4.8095,0.706,4.8993,0.7143,7574.4506,6822.8022,4.0247,14884.6152,68,77,7.1154,0.0217,0.7872
2016062810,덕소정수장,0.239,4.5769,4.5548,0.6676,4.6905,0.685,8541.9414,7599.1758,4.0632,17060.4395,74,84,7.1,0.0224,0.789
2016062811,덕소정수장,0.2335,4.4267,4.4191,0.6346,4.4927,0.663,9236.7217,7999.8168,4.065,16923.0762,80,93,7.1154,0.0227,0.7855
2016062812,덕소정수장,0.2468,4.2658,4.3709,0.6364,4.4748,0.6472,7196.2767,6485.3522,4.0739,13781.6486,225,118.8384,7.1808,0.0468,0.7444
2016062813,덕소정수장,0.2335,4.1227,4.1581,0.6071,4.2179,0.6337,9266.5751,7652.0147,4.0595,17054.9453,77,94,7.1359,0.0229,0.7942
2016062814,덕소정수장,0.2335,4.0531,4.0975,0.6071,4.141,0.6337,8739.1941,7704.1209,4.0577,16543.9551,76,88,7.1154,0.0238,0.8007
2016062815,덕소정수장,0.2335,4.0128,4.0558,0.6071,4.1081,0.6264,8226.5568,7142.033,4.0595,13928.5713,72,83,7.1513,0.0246,0.7627
2016062816,덕소정수장,0.2335,3.9799,4.0349,0.6071,4.0897,0.641,8051.7399,6916.3919,4.0668,14703.2969,68,82,7.1359,0.0248,0.7183
2016062817,덕소정수장,0.2335,3.9469,4.0077,0.6016,4.0201,0.6264,7970.3297,7151.4652,4.065,13318.6816,72,80,7.1359,0.0249,0.7383
2016062818,덕소정수장,0.2335,4.0458,4.0934,0.6071,4.1703,0.6337,7567.5824,6395.7876,4.0595,14098.9004,63,77,7.1256,0.0251,0.7674
2016062819,덕소정수장,0.228,4.0751,4.1163,0.6181,4.2143,0.6557,7229.3956,6212.8205,4.0614,14582.418,62,73,7.1256,0.0251,0.7798
2016062820,덕소정수장,0.2335,4.2692,4.2875,0.6181,4.3022,0.6484,7126.8315,5962.2711,4.0907,13802.1973,59,71,7.1154,0.0249,0.7796
2016062821,덕소정수장,0.2335,4.3095,4.3188,0.6016,4.4341,0.6557,7670.7875,6717.674,4.0852,14532.9668,67,78,7.1103,0.0248,0.7724
2016062822,덕소정수장,0.228,4.3242,4.3376,0.5907,4.3315,0.6557,8501.0989,7426.0073,4.065,17071.4297,74,86,7.1154,0.0243,0.7606
2016062823,덕소정수장,0.2335,4.1374,4.1518,0.5742,4.2692,0.641,9181.5018,7822.8022,4.087,17131.8672,78,92,7.1256,0.0238,0.7653
2016062824,덕소정수장,0.228,4.0678,4.0996,0.5687,4.1227,0.6337,9043.7728,8244.0476,4.065,17401.0996,82,92,7.1308,0.0231,0.7777
2016062901,덕소정수장,0.228,3.9799,4.0098,0.5632,4.0604,0.6264,8879.4873,7761.1722,4.0632,16483.5156,78,90,7.1154,0.0226,0.7713
2016062902,덕소정수장,0.228,3.881,3.918,0.5577,3.9286,0.619,8344.9634,7573.1685,4.0668,15653.8457,75,84,7.1,0.0212,0.7802
2016062903,덕소정수장,0.228,4.0385,4.0558,0.5797,4.0788,0.6264,7161.8132,6019.3223,4.0632,11521.9785,60,73,7.1,0.0195,0.7875
2016062904,덕소정수장,0.2335,4.2363,4.2332,0.6016,4.3352,0.641,6156.5018,5144.3223,4.0888,11510.9893,52,62,7.1,0.0181,0.784
2016062905,덕소정수장,0.239,4.4597,4.4441,0.6236,4.5293,0.663,6555.6777,5413.37,4.0888,11329.6699,53,67,7.1154,0.0172,0.7851
2016062906,덕소정수장,0.239,4.6758,4.6341,0.6346,4.7491,0.685,6301.1905,5515.2931,4.0907,12439.5605,55,63,7.1,0.0161,0.7864
2016062907,덕소정수장,0.239,4.8297,4.7865,0.6841,4.9139,0.6996,6744.2308,5857.6923,4.0925,14219.7793,59,69,7.1,0.0157,0.7825
2016062908,덕소정수장,0.2335,5.0092,4.9557,0.6951,5.0458,0.6996,7600.2747,6439.9267,4.0632,14686.8125,64,76,7.1256,0.0153,0.7657
2016062909,덕소정수장,0.239,5.0348,4.9932,0.706,5.0788,0.707,7729.8535,6726.1905,4.0668,15120.8789,67,78,7.1154,0.0139,0.7525
