DATETIME,정수장,덕소(정) 5단계 유입압력순시,덕소(정) 5단계 정수지수위순시1,덕소(정) 5단계 정수지수위순시2,덕소(정) 5단계 정수지유출압력순시,덕소(정) 6단계 정수지수위순시2,덕소(정) 6단계 정수지유출압력,덕소(정) 6단계 정수지유출유량순시,덕소(정) 유출유량 순시,덕소(정) 정수지수위#1,덕소(정)5.6단계정수유출유량합계,팔당 덕소(정) 5단계 유출 유량 적산차,팔당 덕소(정) 6단계 정수지 유출 적산차,pH(-),탁도(NTU),잔류염소(mg/L)
2016010101,덕소정수장,0.25,4.2692,4.1977,0.6456,4.3278,0.619,6244.5971,5471.7033,4.0943,11796.7031,55,64,7.3051,0.0463,0.7591
2016010102,덕소정수장,0.25,4.456,4.371,0.6676,4.533,0.641,5849.0842,5152.1062,4.0943,9906.5938,51,59,7.3,0.0453,0.7529
2016010103,덕소정수장,0.25,4.6685,4.5924,0.6841,4.7527,0.663,5672.7106,4892.9487,4.0925,11576.9238,49,58,7.2949,0.0454,0.7485
2016010104,덕소정수장,0.239,4.859,4.7886,0.706,4.9432,0.6777,5515.2015,4920.696,4.0504,10115.3848,49,56,7.3,0.0467,0.7435
2016010105,덕소정수장,0.239,4.826,4.751,0.7115,4.8993,0.685,5741.1172,5412.6373,4.0522,8549.4502,55,59,7.3051,0.0463,0.7416
2016010106,덕소정수장,0.239,4.8846,4.8158,0.706,4.9725,0.6923,4996.6117,4689.2857,4.0559,10538.4609,47,50,7.2949,0.0465,0.7387
2016010107,덕소정수장,0.2445,4.87,4.7991,0.7005,4.9542,0.685,5744.9633,5251.8315,4.0705,11714.2852,52,59,7.3,0.0462,0.7368
2016010108,덕소정수장,0.2445,4.8297,4.7531,0.706,4.9396,0.6777,5806.1355,5152.9304,4.1016,10038.4619,52,58,7.3051,0.0467,0.7336
2016010109,덕소정수장,0.2445,4.9982,4.9369,0.783,5.0934,0.685,5416.2088,4981.8682,4.076,9357.1426,50,56,7.3,0.0461,0.7336
2016010110,덕소정수장,0.239,5.1227,5.0517,0.783,5.2326,0.6996,5245.696,4764.2858,4.0522,11384.6152,47,53,7.3,0.0458,0.7356
2016010111,덕소정수장,0.239,5.0897,5.0225,0.783,5.1886,0.6996,5738.7363,5351.9231,4.0504,13236.2637,54,58,7.3103,0.0455,0.7365
2016010112,덕소정수장,0.239,4.8773,4.8116,0.739,4.9799,0.685,7178.5714,6698.0769,4.0522,13824.1758,67,73,7.3205,0.0455,0.7347
2016010113,덕소정수장,0.239,4.7015,4.6341,0.7225,4.8004,0.6703,6943.8645,6427.0147,4.0467,13714.2852,64,70,7.3154,0.045,0.7344
2016010114,덕소정수장,0.239,4.511,4.4754,0.7005,4.5879,0.6484,7090.293,6704.304,4.0485,13901.0996,65,70,7.3103,0.045,0.7387
2016010115,덕소정수장,0.239,4.2875,4.2646,0.6841,4.3791,0.641,7246.4286,6762.8205,4.0467,14461.5391,62.4839,76,7.3103,0.0452,0.7437
2016010116,덕소정수장,0.25,3.9945,3.9764,0.6511,4.0678,0.5897,7976.3736,7476.0073,4.0852,15868.1318,62.4839,80,7.3154,0.0451,0.7475
2016010117,덕소정수장,0.25,3.848,3.8345,0.6456,3.9432,0.5824,8245.8791,7492.8572,4.0833,14967.0332,75,84,7.3154,0.0448,0.7473
2016010118,덕소정수장,0.25,3.7637,3.7405,0.5907,3.837,0.5824,8071.0623,7346.0623,4.0852,14884.6152,73,82,7.3103,0.0445,0.7492
2016010119,덕소정수장,0.25,3.6905,3.6549,0.5852,3.7637,0.5678,7916.3004,7168.4982,4.0833,15071.4287,72,80,7.3154,0.0439,0.7529
2016010120,덕소정수장,0.25,3.6905,3.6674,0.5852,3.7198,0.5751,7076.3736,6717.1246,4.0907,13901.0996,67,72,7.3205,0.0444,0.7475
2016010121,덕소정수장,0.25,3.7381,3.7154,0.5962,3.8297,0.5751,6909.8901,6355.6776,4.0888,13620.8789,64,71,7.3205,0.0438,0.7403
2016010122,덕소정수장,0.25,3.8114,3.7906,0.6016,3.8956,0.5824,6766.5751,6008.6996,4.087,11247.2529,60,69,7.3154,0.044,0.7464
2016010123,덕소정수장,0.25,4.0275,4.0077,0.6291,4.1227,0.6044,5458.8828,4864.652,4.087,10604.3955,49,55,7.3103,0.0443,0.7498
2016010124,덕소정수장,0.239,4.2216,4.2019,0.6511,4.3352,0.6264,5631.8681,5035.2564,4.065,9802.1973,51,58,7.3154,0.0451,0.7509
2016010201,덕소정수장,0.239,4.3352,4.3272,0.6566,4.4487,0.641,5509.6154,5091.1172,4.0687,11137.3633,50,56,7.3103,0.045,0.7483
2016010202,덕소정수장,0.239,4.3498,4.3397,0.6621,4.4927,0.641,6061.9964,5560.7143,4.0668,11582.418,56,61,7.3103,0.0454,0.7444
2016010203,덕소정수장,0.2445,4.3571,4.3564,0.6566,4.5,0.641,6304.8534,5584.707,4.0687,11967.0332,56,64,7.3154,0.0454,0.7424
2016010204,덕소정수장,0.2445,4.3791,4.3836,0.6621,4.522,0.641,6091.7583,5526.1905,4.0668,12774.7246,55,62,7.3205,0.0452,0.738
2016010205,덕소정수장,0.2445,4.4304,4.4399,0.6676,4.5842,0.6484,5752.6557,5262.0879,4.0668,11241.7578,53,59,7.3205,0.0451,0.7406
2016010206,덕소정수장,0.25,4.5183,4.5214,0.6841,4.6758,0.6557,5844.1392,5286.9963,4.087,10131.8682,53,59,7.3154,0.0456,0.7446
2016010207,덕소정수장,0.25,4.6941,4.7155,0.6951,4.8773,0.6777,5682.326,5051.7399,4.0925,12098.9004,50,58,7.3103,0.0451,0.7462
2016010208,덕소정수장,0.25,4.826,4.845,0.706,5.0018,0.685,6213.9194,5678.3883,4.087,11384.6152,57,63,7.3103,0.0454,0.7457
2016010209,덕소정수장,0.25,4.9396,4.9745,0.7665,5.152,0.6923,6165.2015,5602.6557,4.087,12714.2861,56,63,7.3051,0.0449,0.7451
2016010210,덕소정수장,0.2445,4.9799,5.012,0.7775,5.119,0.6996,6608.6996,5671.8865,4.0705,12054.9453,57,67,7.3051,0.0447,0.7435
2016010211,덕소정수장,0.25,4.9322,4.9682,0.7775,5.119,0.6996,6183.5165,6406.1355,4.0687,12258.2422,64,63,7.3103,0.0446,0.7382
2016010212,덕소정수장,0.2445,4.8516,4.8909,0.8104,5.0495,0.6703,6610.5311,6539.9268,4.0705,13489.0117,66,67,7.3154,0.045,0.7359
2016010213,덕소정수장,0.2445,4.7821,4.8346,0.8159,5.0055,0.6703,7186.63,6515.6593,4.0687,14115.3848,42,47,7.3308,0.0457,0.7388
2016010214,덕소정수장,0.2445,4.6209,4.6842,0.7335,4.837,0.663,7984.7069,7175.5495,4.0614,16153.8457,94,106,7.3256,0.0453,0.7391
2016010215,덕소정수장,0.2445,4.3718,4.4379,0.728,4.5659,0.641,8413.2784,7701.4652,4.0595,15961.5381,77,85,7.3308,0.0456,0.7438
2016010216,덕소정수장,0.2445,4.1374,4.1998,0.6841,4.3168,0.619,8216.8498,7612.3626,4.0595,16428.5723,77,84,7.3256,0.0458,0.7468
2016010217,덕소정수장,0.25,3.9725,4.0412,0.6731,4.1667,0.5971,8232.0512,7544.2307,4.0815,15445.0547,75,83,7.3154,0.0464,0.7492
2016010218,덕소정수장,0.25,3.8919,3.9451,0.6071,4.0604,0.5971,8126.4652,7312.8205,4.0815,15494.5059,73,82,7.3154,0.0462,0.7534
2016010219,덕소정수장,0.25,3.8223,3.8804,0.6071,3.9835,0.5897,7802.8388,7102.0146,4.0815,14010.9893,72,80,7.3103,0.0461,0.7541
2016010220,덕소정수장,0.25,3.8919,3.9535,0.6181,4.0641,0.5971,6752.5641,6102.6557,4.087,12142.8574,61,69,7.3154,0.0455,0.7512
2016010221,덕소정수장,0.25,3.9176,3.9743,0.6181,4.0641,0.5971,6919.5055,6490.8425,4.087,13840.6602,64,69,7.3103,0.0459,0.7458
2016010222,덕소정수장,0.25,3.9615,4.014,0.6291,4.1557,0.6044,7106.1355,6382.6008,4.0833,13131.8682,65,73,7.3154,0.0454,0.7497
2016010223,덕소정수장,0.25,3.9139,3.9743,0.6181,4.0788,0.5971,7354.6703,6985.7143,4.0852,14346.1543,70,75,7.3051,0.0454,0.7502
2016010224,덕소정수장,0.25,3.9103,3.9681,0.6126,4.0971,0.6044,7543.6813,6763.1868,4.0833,14692.3076,68,76,7.3154,0.0453,0.7452
2016010301,덕소정수장,0.25,4.0018,4.0516,0.6236,4.174,0.6117,6573.2601,5881.4103,4.0815,12428.5713,58,67,7.3103,0.0455,0.7466
2016010302,덕소정수장,0.2445,4.1557,4.2165,0.6511,4.3425,0.6337,5300.3663,4747.8938,4.0742,9450.5498,48,55,7.3051,0.046,0.7478
2016010303,덕소정수장,0.2445,4.2399,4.2938,0.6621,4.4267,0.641,4976.6483,4610.989,4.0632,8934.0664,46,50,7.3051,0.0462,0.7513
2016010304,덕소정수장,0.2445,4.4194,4.488,0.6786,4.6209,0.6557,4381.2272,3994.3224,4.0577,9010.9883,40,45,7.3154,0.0465,0.7485
2016010305,덕소정수장,0.2445,4.5403,4.6007,0.6951,4.7418,0.6703,4884.5238,4566.9414,4.0577,9362.6367,46,50,7.3051,0.0468,0.745
2016010306,덕소정수장,0.2445,4.6832,4.7385,0.706,4.8883,0.6777,4920.4213,3957.326,4.0833,9620.8789,40,50,7.3,0.0464,0.7437
2016010307,덕소정수장,0.2335,4.7967,4.8554,0.7115,5.0055,0.6923,4822.9853,4738.9194,4.0412,9912.0879,47,49,7.3,0.0462,0.7447
2016010308,덕소정수장,0.239,4.8297,4.8826,0.717,5.0421,0.6996,4875,4590.7509,4.0412,8543.9561,46,50,7.3,0.0462,0.7461
2016010309,덕소정수장,0.2335,4.8626,4.9285,0.7775,5.0861,0.6996,4805.3114,4478.1135,4.0375,9093.4062,45,49,7.3,0.046,0.7451
2016010310,덕소정수장,0.2335,4.7491,4.822,0.7775,4.9725,0.685,6089.652,5718.1319,4.0394,12016.4834,57,61,7.3,0.0456,0.7409
2016010311,덕소정수장,0.25,4.5842,4.6466,0.7775,4.804,0.663,6834.2491,6372.8022,4.0797,12582.418,63,70,7.3,0.0451,0.7386
2016010312,덕소정수장,0.25,4.6172,4.6926,0.7445,4.848,0.6703,6577.2894,5883.5165,4.0778,13483.5166,59,66,7.3,0.0444,0.739
2016010313,덕소정수장,0.2555,4.5696,4.6466,0.75,4.8626,0.6703,6935.989,5919.7802,4.1035,13813.1875,60,71,7.3103,0.045,0.7428
2016010314,덕소정수장,0.25,4.5513,4.655,0.728,4.793,0.663,7938.1868,6930.4946,4.0742,15895.6045,69,80,7.3,0.0459,0.7452
2016010315,덕소정수장,0.25,4.3755,4.4817,0.7335,4.6062,0.641,8446.0623,7878.3883,4.076,16500,79,86,7.2949,0.045,0.7441
2016010316,덕소정수장,0.25,4.2106,4.3126,0.6896,4.4414,0.6264,8419.5055,7687.2711,4.076,16406.5938,76,85,7.3,0.0445,0.7438
2016010317,덕소정수장,0.2445,4.0458,4.1455,0.6786,4.2656,0.6117,8462.729,7662.1795,4.0742,15417.582,77,86,7.2949,0.0442,0.7476
2016010318,덕소정수장,0.2445,3.9103,3.9806,0.6126,4.0934,0.5971,8380.2197,7687.2711,4.0778,16115.3848,77,85,7.2949,0.0442,0.7505
2016010319,덕소정수장,0.2445,3.7857,3.8679,0.6016,3.9615,0.5897,8092.4909,7416.7582,4.0778,15554.9453,74,81,7.3,0.0442,0.7524
2016010320,덕소정수장,0.25,3.804,3.8637,0.6126,3.9762,0.5971,6940.4762,6261.1722,4.076,12241.7578,63,72,7.2949,0.0443,0.7529
2016010321,덕소정수장,0.2445,3.7711,3.8365,0.6126,3.9432,0.5897,7170.696,6571.2454,4.0778,14280.2197,66,72,7.3,0.0441,0.7522
2016010322,덕소정수장,0.25,3.6832,3.7384,0.5907,3.8443,0.5751,7756.5018,7129.3956,4.0778,15384.6152,72,80,7.2897,0.0443,0.7519
2016010323,덕소정수장,0.2555,3.6209,3.682,0.5852,3.7857,0.5751,7960.0733,7207.8755,4.0943,14703.2969,71,80,7.2897,0.0443,0.7514
2016010324,덕소정수장,0.2555,3.6868,3.7468,0.5962,3.8626,0.5824,7336.0805,6591.7583,4.0962,12609.8906,66,75,7.2846,0.0443,0.754
2016010401,덕소정수장,0.261,3.9139,3.9723,0.6236,4.0861,0.5971,6159.7069,5426.5568,4.0998,12291.209,54,61,7.2795,0.0439,0.7565
2016010402,덕소정수장,0.2555,4.1996,4.2583,0.6566,4.3938,0.6337,5084.4322,4713.8278,4.0998,8137.3623,48,53,7.2744,0.0442,0.7544
2016010403,덕소정수장,0.2445,4.5293,4.5798,0.6951,4.7308,0.6703,4674.7253,3865.6594,4.0577,8181.3188,39,48,7.2692,0.0439,0.7477
2016010404,덕소정수장,0.2445,4.6612,4.7239,0.7005,4.8663,0.6777,4946.7033,4593.6813,4.0577,10461.5381,46,50,7.2744,0.0443,0.7427
2016010405,덕소정수장,0.2445,4.7564,4.8095,0.7115,4.9652,0.6923,5200.9157,4777.6557,4.0577,9703.2969,47,53,7.2692,0.0442,0.7401
2016010406,덕소정수장,0.2445,4.8553,4.9035,0.717,5.0714,0.6996,5276.9231,4841.9414,4.0577,10186.8125,50,55,7.2692,0.0436,0.7391
2016010407,덕소정수장,0.228,4.9725,4.9953,0.7225,5.1593,0.707,4983.1502,4601.3736,4.0266,11510.9883,45,51,7.2846,0.0436,0.7382
2016010408,덕소정수장,0.239,4.826,4.8638,0.761,5.0238,0.6923,6284.8901,5970.8791,4.0467,12324.1758,59,63,7.2846,0.0443,0.7418
2016010409,덕소정수장,0.25,4.7198,4.7406,0.75,4.9212,0.6703,7226.6484,6634.4322,4.087,12835.1641,66,72,7.2846,0.044,0.7439
2016010410,덕소정수장,0.2555,4.7747,4.7845,0.7445,4.9689,0.6777,7016.5751,6258.0586,4.109,13565.9336,63,71,7.2897,0.0442,0.7453
2016010411,덕소정수장,0.2555,4.6832,4.7093,0.7335,4.9103,0.663,7260.0577,6595.3157,4.1126,14510.9893,66,74,7.2846,0.0438,0.7456
2016010412,덕소정수장,0.2555,4.6722,4.7114,0.7555,4.9212,0.6777,7744.8718,6510.1649,4.1071,14357.1426,65,79,7.2795,0.0441,0.7478
2016010413,덕소정수장,0.2555,4.6392,4.7343,0.739,4.7967,0.6557,7886.1722,7366.7582,4.0852,15054.9453,73,79,7.2692,0.0431,0.7473
2016010414,덕소정수장,0.2555,4.5366,4.6112,0.717,4.6722,0.6337,8203.2967,7281.2271,4.0852,16175.8242,74,84,7.2744,0.0451,0.7419
2016010415,덕소정수장,0.2555,4.4011,4.4608,0.7335,4.6245,0.641,8422.0696,7423.4432,4.0852,15785.7148,75,86,7.2641,0.0446,0.7461
2016010416,덕소정수장,0.2555,4.4084,4.4525,0.7335,4.5806,0.6484,7447.2528,7011.9048,4.087,13384.6152,70,76,7.2744,0.0449,0.7525
2016010417,덕소정수장,0.25,4.4377,4.4754,0.7225,4.6245,0.6484,7185.348,6378.9377,4.0815,13186.8125,64,73,7.2744,0.0448,0.7505
2016010418,덕소정수장,0.25,4.4853,4.5047,0.6731,4.6538,0.6557,7039.1026,6343.6813,4.0833,13780.2207,64,71,7.2641,0.0447,0.7463
2016010419,덕소정수장,0.2555,4.3864,4.3961,0.6621,4.5769,0.6484,7563.2784,6453.2967,4.1163,13379.1211,64,77,7.2692,0.0445,0.7332
2016010420,덕소정수장,0.25,4.4121,4.4232,0.6676,4.5659,0.641,7647.1612,6791.5751,4.0907,14192.3086,68,78,7.2744,0.045,0.717
2016010421,덕소정수장,0.25,4.4451,4.4462,0.6676,4.5806,0.6484,7029.2125,6914.3773,4.0925,14961.5381,69,71,7.2641,0.045,0.7337
2016010422,덕소정수장,0.2555,4.4158,4.4065,0.6566,4.5696,0.6484,7806.2271,7041.9414,4.1163,15890.1104,71,79,7.2795,0.0453,0.7582
2016010423,덕소정수장,0.25,4.3571,4.3439,0.6566,4.5,0.641,8150.8242,7215.7509,4.087,14230.7695,72,83,7.2641,0.045,0.7541
2016010424,덕소정수장,0.2555,4.2619,4.2499,0.6456,4.3938,0.6264,8036.5384,7278.1136,4.087,15153.8457,73,81,7.259,0.0445,0.7449
2016010501,덕소정수장,0.2555,4.2326,4.2207,0.6401,4.3535,0.6264,7572.8938,6855.4945,4.0907,13368.1318,69,77,7.2538,0.0455,0.7478
2016010502,덕소정수장,0.2555,4.1667,4.1581,0.6456,4.3315,0.6264,7594.7802,6384.249,4.1163,12824.1758,64,77,7.259,0.0454,0.7583
2016010503,덕소정수장,0.2555,4.1996,4.1852,0.6511,4.3828,0.6264,6869.3223,6127.4725,4.1181,12379.1211,61,70,7.259,0.0448,0.7613
2016010504,덕소정수장,0.25,4.4707,4.4546,0.6731,4.5989,0.6557,5940.3846,5046.337,4.087,11032.9668,51,61,7.2538,0.0451,0.7596
2016010505,덕소정수장,0.2445,4.6355,4.6216,0.6896,4.7747,0.6703,5294.7802,4908.8828,4.0705,10631.8682,49,54,7.2436,0.0445,0.7558
2016010506,덕소정수장,0.2445,4.7857,4.7657,0.706,4.9322,0.685,5165.6594,4701.7399,4.0668,9280.2197,47,52,7.2385,0.0449,0.7511
2016010507,덕소정수장,0.2445,5.0092,5.0287,0.7335,5.1703,0.6996,4286.4469,3983.4249,4.0705,8642.8574,40,44,7.2385,0.0438,0.7488
2016010508,덕소정수장,0.2445,5.119,5.1269,0.8104,5.3095,0.707,5271.7949,4851.8315,4.0687,12554.9453,48,53,7.2487,0.0441,0.7454
2016010509,덕소정수장,0.2445,5.1777,5.1707,0.8159,5.3645,0.707,5809.7986,5308.9744,4.0687,12565.9336,53,59,7.2538,0.0447,0.7415
2016010510,덕소정수장,0.2445,5.1777,5.1645,0.8104,5.3571,0.7143,6421.4285,5872.8022,4.0668,13137.3633,59,66,7.4436,0.0447,0.7337
2016010511,덕소정수장,0.2445,5.1447,5.1373,0.794,5.3022,0.707,6673.9011,6147.0696,4.0668,12862.6367,61,67,7.1821,0.0477,0.7279
2016010512,덕소정수장,0.2445,5.0275,5.0329,0.783,5.1996,0.6996,7092.2161,6542.7656,4.0668,14659.3408,66,72,7.1821,0.0447,0.7263
2016010513,덕소정수장,0.2445,4.8626,4.8638,0.772,5.0788,0.6777,8015.8425,7193.5898,4.076,15340.6602,71,80,7.2128,0.0434,0.7332
2016010514,덕소정수장,0.2555,4.7784,4.8032,0.761,4.9615,0.6777,8025.1832,7079.8535,4.0852,14846.1543,71,82,7.2231,0.0433,0.7459
2016010515,덕소정수장,0.2555,4.7491,4.7907,0.7555,4.9396,0.6777,7502.4725,6642.3993,4.0815,14500,67,76,7.2077,0.0453,0.7545
2016010516,덕소정수장,0.261,4.7161,4.7343,0.761,4.8993,0.6703,7889.011,7059.9817,4.1016,15703.2969,71,80,7.1923,0.0446,0.7633
2016010517,덕소정수장,0.2445,4.7051,4.7323,0.728,4.8956,0.663,8290.3847,7345.1465,4.0668,16434.0664,73,84,7.2077,0.0444,0.7618
2016010518,덕소정수장,0.2445,4.6209,4.6279,0.6841,4.7564,0.663,7796.0623,7063.6447,4.0687,13439.5605,71,80,7.2231,0.045,0.7559
2016010519,덕소정수장,0.2445,4.5659,4.5423,0.6896,4.6795,0.663,6970.2381,6369.6887,4.0705,11175.8242,63,69,7.2179,0.0435,0.7512
2016010520,덕소정수장,0.2445,4.5256,4.4942,0.6731,4.6355,0.6557,6713.8278,6117.033,4.0705,13214.2852,62,70,7.2077,0.0439,0.7471
2016010521,덕소정수장,0.2445,4.4341,4.4107,0.6621,4.544,0.6484,6934.8902,6371.2455,4.0705,13131.8682,64,70,7.2128,0.0442,0.745
2016010522,덕소정수장,0.2445,4.2912,4.2646,0.6456,4.3938,0.6337,7483.6081,6904.2125,4.0723,14593.4062,69,76,7.2077,0.0441,0.7476
2016010523,덕소정수장,0.25,4.1374,4.1059,0.6291,4.2363,0.6117,7663.4615,6996.8864,4.098,14472.5273,70,78,7.2179,0.0438,0.7607
2016010524,덕소정수장,0.2445,4.0751,4.0453,0.6181,4.1593,0.6044,7086.9963,6533.5165,4.0723,14543.9561,65,72,7.2179,0.0439,0.7637
2016010601,덕소정수장,0.2555,4.0531,4.0328,0.6236,4.152,0.6044,6961.1722,6336.2637,4.0925,12774.7246,64,70,7.2077,0.0442,0.7607
2016010602,덕소정수장,0.2555,4.0568,4.0412,0.6346,4.1813,0.6044,7063.5531,6215.1098,4.0907,12472.5273,62,72,7.2231,0.0447,0.7579
2016010603,덕소정수장,0.25,4.1374,4.1226,0.6346,4.2546,0.6117,6595.5128,5756.685,4.0943,12456.0439,58,67,7.2179,0.0448,0.7583
2016010604,덕소정수장,0.25,4.2473,4.2291,0.6456,4.3571,0.6264,6446.4286,5694.5055,4.0925,11296.7031,57,66,7.2077,0.045,0.7583
2016010605,덕소정수장,0.2665,4.3791,4.3543,0.6621,4.511,0.641,5870.6044,5721.5202,4.1273,10873.627,57,59,7.2179,0.0448,0.7567
2016010606,덕소정수장,0.2665,4.7161,4.7114,0.6951,4.8956,0.6703,6077.7473,5161.9963,4.1218,12510.9883,52,62,7.2179,0.0447,0.7569
2016010607,덕소정수장,0.25,4.9835,4.9619,0.717,5.1557,0.6923,6681.7766,5799.1758,4.0907,11879.1211,58,68,7.2128,0.0444,0.7595
2016010608,덕소정수장,0.2445,5.0201,5.0141,0.728,5.1777,0.6996,6578.3883,6012.1795,4.0687,11703.2969,60,67,7.2231,0.0444,0.7615
2016010609,덕소정수장,0.2445,4.9872,4.9953,0.772,5.163,0.6923,6492.674,5946.4286,4.0705,11109.8906,60,66,7.2385,0.0445,0.7602
2016010610,덕소정수장,0.2445,4.9945,4.9891,0.7775,5.152,0.6923,5770.2381,5595.7875,4.0723,11917.582,56,58,7.2385,0.0452,0.7489
2016010611,덕소정수장,0.2445,4.9396,4.941,0.783,5.0641,0.6923,6626.8315,6092.8572,4.0687,13489.0107,61,67,7.2538,0.045,0.7381
2016010612,덕소정수장,0.2445,4.8297,4.8408,0.7665,5.0238,0.6703,7169.5971,6654.945,4.0687,13994.5059,66,73,7.259,0.0453,0.7362
2016010613,덕소정수장,0.2445,4.7564,4.7803,0.7445,4.9396,0.6777,7232.2345,6428.2051,4.0632,14071.4287,63,72,7.2487,0.046,0.7444
2016010614,덕소정수장,0.2445,4.6502,4.6696,0.7445,4.826,0.6703,7042.674,6392.3993,4.065,13285.7148,63,70,7.2538,0.0452,0.7548
2016010615,덕소정수장,0.2555,4.467,4.5214,0.7115,4.6538,0.641,7826.1905,7167.3993,4.0852,14802.1982,74,82,7.2641,0.0454,0.7516
2016010616,덕소정수장,0.2555,4.3352,4.3731,0.6951,4.533,0.619,7594.6886,6703.022,4.1126,16016.4844,67,77,7.2538,0.0457,0.7524
2016010617,덕소정수장,0.25,4.3242,4.3919,0.6951,4.5,0.6264,7987.0879,7136.9048,4.0833,15153.8457,71,79,7.2436,0.046,0.7843
2016010618,덕소정수장,0.25,4.2546,4.2875,0.6511,4.4121,0.6264,7944.8718,7302.0147,4.0888,14912.0879,73,81,7.2436,0.0459,0.7957
2016010619,덕소정수장,0.25,4.1484,4.1831,0.6346,4.2802,0.619,7893.4066,7451.8315,4.0907,14917.582,74,80,7.2538,0.0453,0.7966
2016010620,덕소정수장,0.25,4.0568,4.0766,0.6181,4.2179,0.6117,8143.5898,7397.8938,4.087,16120.8789,74,83,7.2538,0.0452,0.7888
2016010621,덕소정수장,0.25,3.9689,3.9848,0.6126,4.1117,0.5971,8100.641,7229.8535,4.0888,16060.4395,73,82,7.2487,0.0451,0.7702
2016010622,덕소정수장,0.25,3.859,3.8762,0.6071,3.9872,0.5897,8245.5129,7498.9927,4.0925,15714.2852,75,84,7.2641,0.0454,0.741
2016010623,덕소정수장,0.25,3.7967,3.8157,0.6016,3.9249,0.5824,7885.1648,7131.1355,4.0888,14719.7803,71,80,7.2641,0.0458,0.7157
2016010624,덕소정수장,0.261,3.8114,3.8219,0.6071,3.9505,0.5897,7516.4835,6730.6777,4.109,12390.1094,68,76,7.259,0.0463,0.706
2016010701,덕소정수장,0.261,3.9396,3.9535,0.6236,4.0421,0.5971,6922.1612,6377.8388,4.1108,12181.3184,64,71,7.2487,0.0468,0.7029
2016010702,덕소정수장,0.261,4.1044,4.108,0.6346,4.2729,0.6117,6754.3956,5903.5714,4.1108,11313.1865,59,68,7.2692,0.0469,0.7027
2016010703,덕소정수장,0.2555,4.3791,4.3857,0.6621,4.544,0.641,6058.8828,5009.6154,4.1071,12131.8682,50,62,7.2487,0.0462,0.7028
2016010704,덕소정수장,0.2555,4.6282,4.6362,0.6896,4.8077,0.663,5924.359,5225.0916,4.109,12978.0215,52,60,7.2692,0.0461,0.6982
2016010705,덕소정수장,0.2555,4.7454,4.7573,0.7005,4.9396,0.6777,7346.2454,6110.8974,4.1108,13109.8906,62,75,7.2641,0.0464,0.696
2016010706,덕소정수장,0.2445,4.9176,4.9306,0.7115,5.1007,0.6923,6474.4505,5872.3443,4.076,12098.9004,58,65,7.2487,0.0469,0.6949
2016010707,덕소정수장,0.2445,4.9945,4.9953,0.728,5.1813,0.707,5826.5568,5360.348,4.076,9203.2969,54,59,7.2692,0.0469,0.6961
2016010708,덕소정수장,0.2445,5.0824,5.0893,0.7335,5.2729,0.7143,5617.7655,5132.8754,4.0742,10956.0439,52,58,7.2692,0.0469,0.6936
2016010709,덕소정수장,0.2445,5.1227,5.1498,0.8049,5.3315,0.707,5918.0403,5463.37,4.0742,12780.2197,54,60,7.2641,0.0475,0.6894
2016010710,덕소정수장,0.239,5.0495,5.0517,0.7775,5.2399,0.6996,7125.3663,6486.9048,4.0797,13159.3408,65,72,7.2795,0.0463,0.6829
2016010711,덕소정수장,0.261,4.9579,4.964,0.7555,5.1447,0.6923,7201.3736,6513.8278,4.1126,14307.6924,65,73,7.2846,0.0464,0.6837
2016010712,덕소정수장,0.2445,4.8223,4.8366,0.7555,5.0055,0.6777,7657.6008,6945.3297,4.0705,14593.4062,70,78,7.3,0.0462,0.6927
2016010713,덕소정수장,0.2445,4.6575,4.6842,0.739,4.8553,0.6703,7769.1392,7002.7472,4.0668,15241.7578,69,78,7.2897,0.0462,0.6966
2016010714,덕소정수장,0.25,4.4853,4.5235,0.706,4.6795,0.6484,8155.1282,7313.2784,4.087,16467.0332,74,83,7.2949,0.0449,0.6978
2016010715,덕소정수장,0.25,4.3388,4.4003,0.706,4.5256,0.641,8248.5348,7628.2051,4.0907,14719.7803,77,84,7.2897,0.0456,0.6999
2016010716,덕소정수장,0.25,4.3095,4.3502,0.706,4.4927,0.6337,7928.3883,6988.5531,4.087,14412.0879,70,80,7.2744,0.0462,0.7031
2016010717,덕소정수장,0.25,4.3059,4.3523,0.706,4.4853,0.6337,7600.1832,6822.7106,4.0888,14489.0117,68,77,7.2795,0.0459,0.701
2016010718,덕소정수장,0.25,4.3571,4.3773,0.6566,4.5256,0.641,7196.6117,6457.4176,4.0925,14703.2969,64,73,7.2795,0.0453,0.6966
2016010719,덕소정수장,0.2445,4.4597,4.4754,0.6731,4.6209,0.6557,6622.7106,5879.8535,4.0742,11714.2852,59,68,7.2846,0.0452,0.6892
2016010720,덕소정수장,0.2445,4.4597,4.4734,0.6731,4.6099,0.6557,6545.0549,6035.7143,4.0742,12851.6484,61,66,7.2846,0.0455,0.6849
2016010721,덕소정수장,0.2445,4.3278,4.3523,0.6511,4.4853,0.6337,7501.5568,6927.7473,4.0778,14417.582,69,76,7.2949,0.0454,0.6866
2016010722,덕소정수장,0.2445,4.185,4.2061,0.6401,4.3315,0.619,7747.619,7048.0769,4.1016,15291.209,71,79,7.2744,0.0446,0.6864
2016010723,덕소정수장,0.25,4.0348,4.0579,0.6126,4.174,0.6044,8097.4359,7504.2125,4.0962,15664.835,75,82,7.2744,0.0451,0.6909
